Comunidad,Registro,Nº Orden,Municipio,Diócesis,Título,Tipo,Templo y dep. comp. ,Titular,Título dist. de cert. eclesiástica ,Total ,Observación ,Observac_general 
Canarias,San Cristobal de la Laguna N.º 03,22,San Cristóbal de la Laguna,Tenerife,Casa Parroquial,Casa Parroquial,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,1,San Cristóbal de la Laguna,Tenerife,Parcela de Terreno,Catedral,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,7,San Cristóbal de la Laguna,Tenerife,Edificación,Ermita,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,10,San Cristóbal de la Laguna,Tenerife,Ermita y Anexos,Ermita,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,15,San Cristóbal de la Laguna,Tenerife,Ermita,Ermita,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,23,Duda en Municipio - Inmueble Sin Ubicar,Tenerife,Ermita,Ermita,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,11,San Cristóbal de la Laguna,Tenerife,Edificación,Iglesia,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,25,Duda en Municipio - Inmueble Sin Ubicar,Tenerife,Iglesia,Iglesia,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,4,San Cristóbal de la Laguna,Tenerife,Parcela de Terreno,Parcela,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,9,San Cristóbal de la Laguna,Tenerife,Parcela,Parcela,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,13,San Cristóbal de la Laguna,Tenerife,Parcela,Parcela,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,16,San Cristóbal de la Laguna,Tenerife,Parcela,Parcela,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,17,San Cristóbal de la Laguna,Tenerife,Parcela,Parcela,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,20,San Cristóbal de la Laguna,Tenerife,Parcela,Parcela,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,21,San Cristóbal de la Laguna,Tenerife,Templo Parroquial,Parroquia,Si,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,2,San Cristóbal de la Laguna,Tenerife,Parcela de Terreno,Terreno,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,5,San Cristóbal de la Laguna,Tenerife,Parcela de Terreno,Terreno,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,8,San Cristóbal de la Laguna,Tenerife,Parcela de Terreno,Terreno,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,12,San Cristóbal de la Laguna,Tenerife,Parcela,Terreno,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,3,San Cristóbal de la Laguna,Tenerife,Inmueble,Urbana,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,6,San Cristóbal de la Laguna,Tenerife,Inmueble,Urbana,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,18,San Cristóbal de la Laguna,Tenerife,Edificación,Urbana,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,14,San Cristóbal de la Laguna,Tenerife,Vivienda Unifamiliar,Vivienda,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,19,San Cristóbal de la Laguna,Tenerife,Edificación,Vivienda,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,Santa Cruz de la Palma,56,Villa de Mazo,Tenerife,Terreno,Terreno,,Obispado de Tenerife,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Cantabria,Laredo,50,Limpias,Santander,"Terreno Bº del Rivero. Edificio, Colegio y Otras Dependencias Deportivas",Colegio,,Congregación de la Misión de San Vicente de Paul,Sí,1,Titular Congregación San Vicente de Paúl,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Laredo,51,Limpias,Santander,Local 5 en Residencia Ria Mar,Local Comercial,,Congregación de la Hijas de la Cruz,Sí,1,Titular Congregación Hijas de la Cruz,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Laredo,5,Ampuero,Santander,Terreno en Pieragullano,Terreno Rústico,,Congregación Misión de San Vicente de Paul,Sí,1,Titular Congregación Misión de San Vicente de Paul,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Laredo,53,Limpias,Santander,Terreno en el Paraje Palacio,Terreno Rústico,,Congregación de la Misión de San Vicente de Paul,No,1,Titular Congregación San Vicente de Paúl,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Laredo,55,Limpias,Santander,Terreno en Pieragullano,Terreno Rústico,,Congregación de la Misión de San Vicente de Paul,No,1,Titular Congregación San Vicente de Paúl,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Laredo,54,Limpias,Santander,Solar San Miguel 11 A,Terreno Urbano,,Congregación de la Misión de San Vicente de Paul,No,1,Titular Congregación San Vicente de Paúl,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Laredo,52,Limpias,Santander,3º B Izqda Bloque I Residencia Ría Mar,Vivienda,,Congregación de la Hijas de la Cruz,Sí,1,Titular Congregación Hijas de la Cruz,Comunidades religiosas/Otras Entidades religiosas
Cantabria,Potes-San Vicente de la Barquera,1,Frama,Santander,Paraje Blanca,Prado,,Obispado de Santander,No,1,"No Inmatriculado, no Registrado",No Inmatriculado
Cantabria,Potes-San Vicente de la Barquera,65,Bedoya,Santander,Al Sitio de los Barriales,Urbana Con,,Obispado de Santander,No,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,Ramales de la Victoria,25,Cereceda- Rasines,Santander,Antigua Ermita de Santa Lucía,Ermita,Si,Parroquia de Cereda,No,1,Vendida 1997,Otros Titulares
Cantabria,Ramales de la Victoria,22,Cereceda- Rasines,Santander,"Parcela 9 Polígono 2 Mies de la Hazas, Ermita de Santa Lucía en su Interior en Estado Ruinoso",Parcela,,Parroquia de Cereda,No,1,Vendida 1997,Otros Titulares
Cantabria,Reinosa,193,Somballe,Santander,Terreno Al Sitio de Linares,Terreno,,Obispado de Santander,No,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,Reinosa,194,Somballe,Santander,Terreno Al Sitio de la Huerta,Terreno,,Obispado de Santander,No,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,San Vicente de la Barquera,242,Udias,Santander,Bº Valoria 22,Ermita,Si,Parroquia de Udías,No,1,"No Inmatriculado, Está Dentro de Un Monte de Utilidad Pública",No Inmatriculado
Cantabria,San Vicente de la Barquera,3,Cambarco,Santander,Pradera,Prado,,Obispado de Santander,Sí,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,San Vicente de la Barquera,4,Cambarco,Santander,Pradera,Prado,,Obispado de Santander,Sí,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,San Vicente de la Barquera,2,Cambarco,Santander,Hortaliza,Rústico,,Obispado de Santander,Sí,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,Santander N.º 02,43,Pueblo de Boo,Santander,,Rústico,,Parroquia de Boo de Piélagos,No,1,No Existe,Otros / Errores
Cantabria,Santander N.º 02,30,"Pueblo de Camargo, Barrio de Amedias",Santander,,Rústico,,Parroquia de Camargo,No,1,No Existe,Otros / Errores
Cantabria,Santander N.º 05,1,Santander,Santander,Terreno,Huerta,,Parroquia de San Roman de la Llanilla,No,1,Vendida,Otros Titulares
Cantabria,Santoña N.º 01,37,Beranga,Santander,Ermita de San Mateo,Terreno y Ermita,Si,Parroquia de Beranga,No,1,"Baja. Error Inscripción de Propiedad, Cancelado",Otros Titulares
Cantabria,Santoña N.º 02,31,Bareyo,Santander,Prado Denominado Sortevera O Sortibera,Terreno,,Obispado de Santander,No,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,Santoña N.º 02,55,San Miguel de Meruelo,Santander,,Terreno,,Obispado de Santander,No - Sí,1,Vendida 2007,Otros Titulares
Cantabria,Villacarrriedo,168,Esles,Santander,Aparcamiento,Aparcamiento,,Obispado de Santander,No,1,0,No Inmatriculado
Cantabria,Villacarrriedo,29,Ontaneda,Santander,San Juan Bautista,Terreno,,Parroquia de Ontaneda,No,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Cantabria,Villacarrriedo,35,Ontaneda,Santander,Bº de San Vicente,Terreno,,Parroquia de Ontaneda,No,1,"No Consta en Inventario, Información Incompleta",Faltan datos para identificar
Castilla y León,Alba de Tormes,11,Anaya de Alba,Salamanca,Iglesia de San Pedro Apóstol,Iglesia,Si,Diocesis Católica de Salamanca,No,1,No hay Constancia de que Esté Inmatriculado,No Inmatriculado
Castilla y León,Alcañices,111,San Vicente de la Cabeza,Zamora,Parcela de Labor,Rústico,,Obispado de Zamora,No,1,No Inmatriculado,No Inmatriculado
Castilla y León,Alcañices,129,Grisuela de Aliste,Zamora,Almacen,Urbana,,Obispado de Zamora,No,1,No Existe,Otros / Errores
Castilla y León,Alcañices,95,Muga de Alba,Zamora,Solar,Urbana,,Obispado de Zamora,No,,No Existe,Otros / Errores
Castilla y León,Alcañices,96,Muga de Alba,Zamora,Solar,Urbana,,Obispado de Zamora,No,,No Existe,Otros / Errores
Castilla y León,Alcañices,173,San Vicente de la Cabeza,Zamora,Casa Parroquial,Urbana,,Obispado de Zamora,No,,No Existe,Otros / Errores
Castilla y León,Almazan,119,Aldehuela de Calatañazor Aldehuela de Periañez,Osma-Soria,Cementerio,Cementerio,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,210,Santa María del Prado,Osma-Soria,,Otros,Si,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,301,Santa María de Huerta,Osma-Soria,Granja Santa María la Blanca,Otros Urbanos,,Monasterio de Santa Maria de Huerta,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,303,Santa María de Huerta,Osma-Soria,Panera,Otros Urbanos,,Monasterio de Santa Maria de Huerta,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,308,Santa María de Huerta,Osma-Soria,,Otros Urbanos,,Monasterio de Santa Maria de Huerta,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,309,Santa María de Huerta,Osma-Soria,,Otros Urbanos,,Monasterio de Santa Maria de Huerta,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,310,Santa María de Huerta,Osma-Soria,,Otros Urbanos,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,311,Santa María de Huerta,Osma-Soria,,Otros Urbanos,,Monasterio de Santa Maria de Huerta,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,312,Santa María de Huerta,Osma-Soria,,Otros Urbanos,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,143,Almantiga,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,144,Almantiga,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,145,Almantiga,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,146,Almantiga,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,411,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,412,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,413,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,414,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,415,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,416,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,417,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,418,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,419,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,420,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,421,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,422,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,423,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,424,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,425,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,426,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,427,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,428,Arbujuelo,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
