Fecha,cod_ine,CCAA,Total Pacientes COVID ingresados,% Camas Ocupadas COVID,Total pacientes COVID en UCI,% Camas Ocupadas UCI COVID,Ingresos COVID últimas 24 h,Altas COVID últimas 24 h
2020-09-23,13,Madrid,3968,"26,14",443,"38,93",486,425
2020-09-23,19,Melilla,16,"9,04",3,"25,00",0,2
2020-09-23,14,Murcia,288,"8,17",59,"14,97",59,49
2020-09-23,15,Navarra,187,"10,02",24,"20,17",18,14
2020-09-23,16,País Vasco,480,"10,44",64,"20,38",64,78
2020-09-23,17,La Rioja,86,"11,03",21,"37,50",9,14
2020-09-23,00,España,11041,"9,50",1445,"17,02",1310,1177
2020-09-24,01,Andalucía,1253,"7,62",164,"10,68",205,108
2020-09-24,02,Aragón,458,"11,40",61,"30,96",54,55
2020-09-24,03,Asturias,67,"2,14",11,"4,53",17,7
2020-09-24,04,Baleares,292,"9,84",70,"24,91",17,13
2020-09-24,05,Canarias,257,"5,21",61,"14,52",22,18
2020-09-24,06,Cantabria,60,"4,29",6,"5,66",8,10
2020-09-24,08,Castilla La Mancha,660,"14,29",85,"24,36",79,62
2020-09-24,07,Castilla y León,718,"11,77",90,"26,32",102,77
2020-09-24,09,Cataluña,1313,"3,07",150,"13,80",97,89
2020-09-24,18,Ceuta,12,"7,10",3,"17,65",0,0
2020-09-24,10,C. Valenciana,542,"4,79",81,"8,03",65,53
2020-09-24,11,Extremadura,207,"6,63",27,"13,30",23,10
2020-09-24,12,Galicia,253,"3,12",32,"4,48",31,22
2020-09-24,13,Madrid,3873,"25,43",455,"40,12",490,423
2020-09-24,19,Melilla,16,"9,04",3,"25,00",1,1
2020-09-24,14,Murcia,282,"8,01",58,"14,80",59,46
2020-09-24,15,Navarra,187,"10,03",26,"21,85",28,26
2020-09-24,16,País Vasco,470,"10,29",61,"19,43",51,73
2020-09-24,17,La Rioja,86,"11,03",21,"37,50",9,14
2020-09-24,00,España,11006,"8,14",1465,"17,17",1358,1107
2020-09-27,01,Andalucía,1237,"7,62",175,"11,62",125,42
2020-09-27,02,Aragón,480,"11,94",66,"33,33",33,16
2020-09-27,03,Asturias,71,"2,25",14,"5,76",8,1
2020-09-27,04,Baleares,297,"10,09",65,"23,13",17,8
2020-09-27,05,Canarias,257,"5,21",67,"14,69",21,8
2020-09-27,06,Cantabria,66,"4,23",9,"7,83",4,0
2020-09-27,08,Castilla La Mancha,670,"14,48",85,"24,50",58,21
2020-09-27,07,Castilla y León,817,"13,30",101,"28,45",98,26
2020-09-27,09,Cataluña,1303,"5,51",152,"14,04",88,56
2020-09-27,18,Ceuta,15,"8,57",4,"23,53",1,0
2020-09-27,10,C. Valenciana,533,"4,74",79,"7,92",65,15
2020-09-27,11,Extremadura,230,"7,36",27,"13,57",15,2
2020-09-27,12,Galicia,246,"3,05",30,"4,21",29,9
2020-09-27,13,Madrid,3841,"25,96",469,"41,18",275,177
2020-09-27,19,Melilla,16,"9,04",2,"16,67",1,0
2020-09-27,14,Murcia,317,"9,00",71,"18,02",70,24
2020-09-27,15,Navarra,196,"10,52",29,"24,58",11,8
2020-09-27,16,País Vasco,479,"10,60",64,"20,65",34,7
2020-09-27,17,La Rioja,76,"9,74",20,"35,71",2,2
2020-09-27,00,España,11147,"9,65",1529,"17,91",955,422
2020-09-28,01,Andalucía,1230,"7,59",173,"11,50",149,138
2020-09-28,02,Aragón,463,"11,54",63,"31,82",48,48
2020-09-28,03,Asturias,75,"2,38",17,"7,00",18,5
2020-09-28,04,Baleares,276,"9,39",60,"21,35",8,29
2020-09-28,05,Canarias,255,"5,21",67,"16,11",18,20
2020-09-28,06,Cantabria,64,"4,11",10,"8,70",12,7
2020-09-28,08,Castilla La Mancha,626,"13,54",80,"22,92",69,99
2020-09-28,07,Castilla y León,805,"13,27",106,"31,36",97,96
2020-09-28,09,Cataluña,1364,"5,67",155,"14,23",109,163
2020-09-28,18,Ceuta,16,"9,14",5,"29,41",2,0
2020-09-28,10,C. Valenciana,501,"4,45",83,"8,13",69,81
2020-09-28,11,Extremadura,218,"6,95",29,"14,57",17,12
2020-09-28,12,Galicia,248,"3,06",30,"4,20",29,22
2020-09-28,13,Madrid,3775,"24,92",484,"41,87",427,499
2020-09-28,19,Melilla,15,"8,47",2,"16,67",1,2
2020-09-28,14,Murcia,294,"8,30",70,"17,77",53,53
2020-09-28,15,Navarra,185,"9,89",26,"22,03",21,22
2020-09-28,16,País Vasco,463,"10,08",56,"17,83",57,80
2020-09-28,17,La Rioja,68,"8,72",19,"33,93",5,13
2020-09-28,00,España,10941,"9,41",1535,"17,98",1209,1389
2020-09-29,01,Andalucía,1220,"7,42",183,"11,96",162,157
2020-09-29,02,Aragón,418,"10,40",61,"30,81",34,60
2020-09-29,03,Asturias,72,"2,29",16,"6,58",18,11
2020-09-29,04,Baleares,254,"8,56",56,"19,93",10,30
2020-09-29,05,Canarias,265,"5,42",63,"15,22",22,15
2020-09-29,06,Cantabria,63,"4,04",11,"9,57",8,7
2020-09-29,08,Castilla La Mancha,628,"13,58",84,"24,07",63,63
2020-09-29,07,Castilla y León,805,"13,11",112,"31,91",108,89
2020-09-29,09,Cataluña,1513,"6,23",157,"14,35",114,121
2020-09-29,18,Ceuta,16,"9,20",5,"29,41",0,0
2020-09-29,10,C. Valenciana,472,"4,17",78,"7,73",67,55
2020-09-29,11,Extremadura,203,"6,48",28,"14,07",9,13
2020-09-29,12,Galicia,236,"2,91",30,"4,20",31,24
2020-09-29,13,Madrid,3683,"24,22",487,"41,70",433,498
2020-09-29,19,Melilla,11,"6,21",2,"16,67",0,4
2020-09-29,14,Murcia,287,"8,15",70,"17,77",64,54
2020-09-29,15,Navarra,174,"9,12",23,"17,97",18,27
2020-09-29,16,País Vasco,459,"10,00",55,"17,63",67,77
2020-09-29,17,La Rioja,76,"9,74",18,"32,14",13,5
2020-09-29,00,España,10855,"9,28",1539,"17,93",1241,1310
2020-09-30,01,Andalucía,1169,"7,12",186,"12,27",147,158
2020-09-30,02,Aragón,429,"10,58",63,"31,82",58,35
2020-09-30,03,Asturias,66,"2,08",14,"5,76",12,12
2020-09-30,04,Baleares,247,"8,24",55,"19,57",17,23
2020-09-30,05,Canarias,248,"5,03",63,"15,14",21,21
2020-09-30,06,Cantabria,60,"3,85",12,"10,43",13,7
2020-09-30,08,Castilla La Mancha,622,"13,42",91,"26,00",77,87
2020-09-30,07,Castilla y León,810,"13,11",106,"29,20",116,103
2020-09-30,09,Cataluña,1324,"5,42",158,"14,42",134,150
2020-09-30,18,Ceuta,16,"9,04",5,"29,41",0,0
2020-09-30,10,C. Valenciana,455,"4,00",76,"7,46",63,43
2020-09-30,11,Extremadura,202,"6,57",30,"15,23",15,14
2020-09-30,12,Galicia,252,"3,10",33,"4,62",43,20
2020-09-30,13,Madrid,3622,"23,66",497,"42,12",397,417
2020-09-30,19,Melilla,12,"6,78",2,"16,67",4,3
2020-09-30,14,Murcia,290,"8,23",71,"18,02",61,41
2020-09-30,15,Navarra,200,"9,61",26,"20,16",28,26
2020-09-30,16,País Vasco,459,"10,02",55,"17,52",64,62
2020-09-30,17,La Rioja,76,"9,74",18,"32,14",10,11
2020-09-30,00,España,10559,"8,98",1561,"18,13",1280,1233
2020-10-01,01,Andalucía,1158,"7,05",185,"12,15",163,142
2020-10-01,02,Aragón,420,"10,31",60,"30,30",55,57
2020-10-01,03,Asturias,75,"2,37",17,"7,00",20,3
2020-10-01,04,Baleares,240,"7,96",51,"18,15",17,18
2020-10-01,05,Canarias,251,"5,06",56,"13,33",18,21
2020-10-01,06,Cantabria,61,"3,91",11,"9,57",11,9
2020-10-01,08,Castilla La Mancha,600,"12,80",90,"24,26",62,62
2020-10-01,07,Castilla y León,789,"12,69",106,"29,20",89,76
2020-10-01,09,Cataluña,1363,"5,55",166,"15,05",136,126
2020-10-01,18,Ceuta,18,"10,11",5,"29,41",2,0
2020-10-01,10,C. Valenciana,451,"3,96",75,"7,38",59,51
2020-10-01,11,Extremadura,186,"5,92",33,"14,80",11,14
2020-10-01,12,Galicia,239,"2,94",33,"4,62",28,22
2020-10-01,13,Madrid,3561,"22,90",513,"42,61",381,423
2020-10-01,19,Melilla,11,"6,21",2,"16,67",1,2
2020-10-01,14,Murcia,288,"8,12",63,"15,87",50,28
2020-10-01,15,Navarra,186,"8,99",27,"20,93",26,42
2020-10-01,16,País Vasco,451,"9,82",56,"17,55",57,65
2020-10-01,17,La Rioja,24,"3,08",17,"30,36",7,9
2020-10-01,00,España,10372,"8,77",1566,"17,99",1193,1170
2020-10-04,01,Andalucía,1227,"7,47",173,"11,33",121,46
2020-10-04,02,Aragón,450,"11,03",64,"32,32",37,11
2020-10-04,03,Asturias,106,"3,35",20,"8,23",20,4
2020-10-04,04,Baleares,210,"6,89",51,"18,02",5,6
2020-10-04,05,Canarias,281,"5,70",56,"13,43",23,4
2020-10-04,06,Cantabria,46,"3,20",13,"12,15",8,4
2020-10-04,08,Castilla La Mancha,656,"14,00",92,"24,93",67,20
2020-10-04,07,Castilla y León,857,"13,91",119,"34,20",75,13
2020-10-04,09,Cataluña,1408,"5,87",174,"16,04",113,62
2020-10-04,18,Ceuta,19,"10,86",5,"29,41",3,0
2020-10-04,10,C. Valenciana,534,"4,94",69,"7,03",49,21
2020-10-04,11,Extremadura,190,"6,04",30,"13,45",10,3
2020-10-04,12,Galicia,253,"3,12",39,"5,48",31,8
2020-10-04,13,Madrid,3625,"23,23",506,"41,54",212,130
2020-10-04,19,Melilla,17,"9,60",2,"16,67",5,0
2020-10-04,14,Murcia,312,"8,81",69,"17,56",48,26
2020-10-04,15,Navarra,225,"10,76",24,"18,60",25,7
2020-10-04,16,País Vasco,453,"10,06",59,"19,47",33,17
2020-10-04,17,La Rioja,80,"9,29",15,"26,32",6,8
2020-10-04,00,España,10949,"9,36",1580,"18,32",891,390
2020-10-05,01,Andalucía,1223,"7,45",167,"10,94",171,150
2020-10-05,02,Aragón,418,"10,08",62,"23,75",38,52
2020-10-05,03,Asturias,106,"3,32",21,"8,64",17,9
2020-10-05,04,Baleares,217,"7,09",43,"15,47",19,14
2020-10-05,05,Canarias,286,"5,80",60,"14,39",17,11
2020-10-05,06,Cantabria,53,"3,40",9,"7,83",12,9
2020-10-05,08,Castilla La Mancha,629,"13,42",93,"25,14",70,91
2020-10-05,07,Castilla y León,841,"13,25",117,"29,03",102,78
2020-10-05,09,Cataluña,1420,"5,84",181,"16,54",123,110
2020-10-05,18,Ceuta,18,"10,11",5,"29,41",1,1
2020-10-05,10,C. Valenciana,464,"4,25",70,"7,14",76,70
2020-10-05,11,Extremadura,170,"5,39",25,"11,21",14,15
2020-10-05,12,Galicia,247,"3,10",34,"4,97",43,30
2020-10-05,13,Madrid,3483,"22,32",494,"40,53",317,452
2020-10-05,19,Melilla,18,"10,17",2,"16,67",2,1
2020-10-05,14,Murcia,345,"9,71",66,"16,88",45,42
2020-10-05,15,Navarra,206,"9,81",24,"18,60",25,33
2020-10-05,16,País Vasco,472,"10,12",56,"18,06",62,57
2020-10-05,17,La Rioja,80,"9,30",15,"25,00",8,13
2020-10-05,00,España,10696,"9,08",1544,"17,68",1162,1238
2020-10-06,01,Andalucía,1183,"7,21",164,"10,81",165,162
2020-10-06,02,Aragón,418,"10,21",60,"30,15",56,44
2020-10-06,03,Asturias,116,"3,63",21,"8,64",14,9
2020-10-06,04,Baleares,205,"6,68",43,"15,47",6,14
2020-10-06,05,Canarias,270,"5,47",65,"15,59",19,28
2020-10-06,06,Cantabria,50,"3,21",9,"7,83",6,3
2020-10-06,08,Castilla La Mancha,601,"12,81",94,"25,00",71,84
2020-10-06,07,Castilla y León,848,"13,18",127,"29,60",111,88
2020-10-06,09,Cataluña,1394,"5,69",181,"16,29",133,261
2020-10-06,18,Ceuta,16,"9,14",5,"29,41",0,2
2020-10-06,10,C. Valenciana,494,"4,35",69,"6,85",85,56
2020-10-06,11,Extremadura,173,"5,50",30,"13,45",19,9
2020-10-06,12,Galicia,242,"2,99",37,"5,20",36,24
2020-10-06,13,Madrid,3490,"22,13",498,"40,36",369,437
2020-10-06,19,Melilla,19,"10,73",1,"8,33",4,3
2020-10-06,14,Murcia,361,"10,15",68,"17,22",68,47
2020-10-06,15,Navarra,228,"10,85",25,"19,38",49,34
2020-10-06,16,País Vasco,474,"10,13",54,"17,42",77,82
2020-10-06,17,La Rioja,80,"9,30",17,"28,33",11,7
2020-10-06,00,España,10662,"8,97",1568,"17,85",1299,1394
2020-10-07,01,Andalucía,1159,"7,07",167,"11,03",163,148
2020-10-07,02,Aragón,428,"10,49",61,"30,81",56,46
2020-10-07,03,Asturias,127,"3,98",24,"9,88",23,14
2020-10-07,04,Baleares,191,"6,27",44,"15,83",14,23
2020-10-07,05,Canarias,266,"5,39",65,"15,59",14,13
2020-10-07,06,Cantabria,44,"2,82",7,"6,09",5,3
2020-10-07,08,Castilla La Mancha,575,"12,25",94,"25,00",70,83
2020-10-07,07,Castilla y León,888,"13,86",134,"31,90",121,77
2020-10-07,09,Cataluña,1596,"6,52",184,"16,56",142,110
2020-10-07,18,Ceuta,19,"10,61",5,"29,41",3,1
2020-10-07,10,C. Valenciana,473,"4,16",71,"7,06",97,53
2020-10-07,11,Extremadura,160,"5,09",25,"11,21",18,21
2020-10-07,12,Galicia,249,"3,06",38,"5,34",42,20
2020-10-07,13,Madrid,3361,"21,10",498,"39,81",338,406
2020-10-07,19,Melilla,20,"11,30",2,"16,67",5,5
2020-10-07,14,Murcia,303,"8,52",69,"17,51",45,47
2020-10-07,15,Navarra,235,"11,07",27,"20,93",39,33
2020-10-07,16,País Vasco,470,"9,99",54,"17,36",56,60
2020-10-07,17,La Rioja,81,"9,42",16,"26,67",11,13
2020-10-07,00,España,10645,"8,95",1585,"18,04",1262,1176
2020-10-08,01,Andalucía,1185,"7,22",175,"11,51",179,120
2020-10-08,02,Aragón,429,"10,32",65,"24,25",65,50
2020-10-08,03,Asturias,136,"4,26",24,"9,88",20,14
2020-10-08,04,Baleares,186,"6,11",41,"14,75",13,15
2020-10-08,05,Canarias,265,"5,34",68,"16,15",21,17
2020-10-08,06,Cantabria,45,"2,89",8,"6,96",7,3
2020-10-08,08,Castilla La Mancha,577,"12,30",88,"23,40",61,69
2020-10-08,07,Castilla y León,900,"14,06",132,"31,06",120,99
2020-10-08,09,Cataluña,1536,"5,61",189,"16,84",184,164
2020-10-08,18,Ceuta,16,"8,94",5,"29,41",1,3
2020-10-08,10,C. Valenciana,507,"4,46",73,"7,26",93,49
2020-10-08,11,Extremadura,153,"4,87",25,"11,21",19,17
2020-10-08,12,Galicia,271,"3,34",39,"5,48",39,24
2020-10-08,13,Madrid,3256,"20,61",490,"39,33",328,376
2020-10-08,19,Melilla,20,"11,30",2,"16,67",2,2
2020-10-08,14,Murcia,285,"8,02",64,"16,28",39,27
2020-10-08,15,Navarra,242,"11,40",30,"23,26",39,31
2020-10-08,16,País Vasco,463,"9,90",54,"17,25",63,78
2020-10-08,17,La Rioja,82,"9,53",18,"30,00",10,7
2020-10-08,00,España,10554,"8,66",1590,"17,91",1303,1165
2020-10-09,01,Andalucía,1081,"7,22",160,"11,50",208,177
2020-10-09,02,Aragón,409,"10,32",65,"32,66",50,55
2020-10-09,03,Asturias,136,"5,00",22,"9,05",23,20
2020-10-09,04,Baleares,164,"5,00",40,"14,39",12,26
2020-10-09,05,Canarias,265,"5,34",68,"16,00",16,28
2020-10-09,06,Cantabria,37,"2,00",7,"6,09",5,5
2020-10-09,08,Castilla La Mancha,577,"12,00",88,"23,40",61,69
2020-10-09,07,Castilla y León,884,"14,06",126,"29,65",114,116
2020-10-09,09,Cataluña,1536,"5,61",189,"16,84",184,164
2020-10-09,18,Ceuta,16,"8,94",5,"29,41",1,3
2020-10-09,10,C. Valenciana,507,"4,00",73,"7,26",93,49
2020-10-09,11,Extremadura,153,"5,00",25,"11,21",19,17
2020-10-09,12,Galicia,271,"3,34",39,"5,48",39,24
2020-10-09,13,Madrid,3020,"20,00",477,"38,28",340,515
2020-10-09,19,Melilla,22,"12,00",1,"8,33",8,6
2020-10-09,14,Murcia,285,"8,00",64,"16,28",39,27
2020-10-09,15,Navarra,237,"11,40",32,"24,81",31,36
2020-10-09,16,País Vasco,428,"9,00",47,"15,02",73,108
2020-10-09,17,La Rioja,81,"9,00",18,"30,00",6,8
2020-10-09,00,España,10109,"8,27",1546,"18,19",1322,1453
2020-10-12,01,Andalucía,1404,"8,56",190,"12,51",179,72
2020-10-12,02,Aragón,454,"11,07",65,"31,55",54,22
2020-10-12,03,Asturias,184,"5,76",27,"10,55",21,9
2020-10-12,04,Baleares,197,"6,45",44,"15,66",12,6
2020-10-12,05,Canarias,273,"5,54",60,"14,39",12,3
2020-10-12,06,Cantabria,55,"3,62",12,"10,43",11,0
2020-10-12,08,Castilla La Mancha,651,"13,89",92,"24,47",103,32
2020-10-12,07,Castilla y León,963,"16,44",116,"31,96",78,27
2020-10-12,09,Cataluña,1680,"6,97",213,"19,52",185,118
2020-10-12,18,Ceuta,18,"10,40",6,"35,29",2,0
2020-10-12,10,C. Valenciana,582,"5,27",78,"7,89",91,16
2020-10-12,11,Extremadura,180,"5,73",27,"12,11",16,5
2020-10-12,12,Galicia,246,"3,33",34,"5,22",39,9
2020-10-12,13,Madrid,3325,"21,00",477,"38,22",251,121
2020-10-12,19,Melilla,26,"14,69",1,"8,33",2,2
2020-10-12,14,Murcia,213,"9,62",45,"20,64",25,8
2020-10-12,15,Navarra,273,"12,87",33,"25,78",19,13
2020-10-12,16,País Vasco,476,"10,25",53,"16,88",38,23
2020-10-12,17,La Rioja,97,"11,28",22,"36,67",11,2
2020-10-12,00,España,11297,"9,79",1595,"18,80",1149,488
2020-10-13,01,Andalucía,1409,"8,59",192,"12,61",196,148
2020-10-13,02,Aragón,491,"11,98",65,"32,66",90,44
2020-10-13,03,Asturias,204,"6,27",25,"9,77",33,24
2020-10-13,04,Baleares,188,"6,21",42,"14,89",16,16
2020-10-13,05,Canarias,275,"5,58",61,"14,63",25,12
2020-10-13,06,Cantabria,50,"3,21",11,"9,57",9,3
2020-10-13,08,Castilla La Mancha,640,"13,64",90,"23,87",71,81
2020-10-13,07,Castilla y León,1023,"15,95",133,"31,29",112,109
2020-10-13,09,Cataluña,1866,"7,55",231,"20,46",217,282
2020-10-13,18,Ceuta,20,"11,30",7,"41,18",3,1
2020-10-13,10,C. Valenciana,616,"5,41",90,"8,85",100,63
2020-10-13,11,Extremadura,179,"5,69",27,"12,56",21,14
2020-10-13,12,Galicia,254,"3,44",35,"5,38",46,21
2020-10-13,13,Madrid,3257,"20,36",477,"37,56",308,407
2020-10-13,19,Melilla,30,"16,95",1,"8,33",5,2
2020-10-13,14,Murcia,325,"9,13",64,"16,04",61,50
2020-10-13,15,Navarra,260,"12,17",32,"24,81",29,43
2020-10-13,16,País Vasco,484,"10,32",51,"16,19",68,69
2020-10-13,17,La Rioja,100,"11,63",18,"30,00",12,16
2020-10-13,00,España,11671,"9,84",1652,"18,76",1422,1405
2020-10-14,01,Andalucía,1449,"8,82",198,"13,03",237,157
2020-10-14,02,Aragón,502,"12,27",66,"34,20",65,49
2020-10-14,03,Asturias,220,"6,77",29,"11,33",31,17
2020-10-14,04,Baleares,168,"5,55",42,"14,89",6,21
2020-10-14,05,Canarias,268,"5,43",60,"14,39",16,15
2020-10-14,06,Cantabria,48,"3,08",12,"10,43",8,4
2020-10-14,08,Castilla La Mancha,670,"14,25",86,"22,81",74,60
2020-10-14,07,Castilla y León,1003,"15,43",137,"32,46",114,118
2020-10-14,09,Cataluña,1840,"7,44",240,"21,24",242,185
2020-10-14,18,Ceuta,16,"8,89",7,"41,18",1,4
2020-10-14,10,C. Valenciana,633,"5,56",94,"9,27",93,89
2020-10-14,11,Extremadura,179,"5,93",30,"13,95",11,16
2020-10-14,12,Galicia,281,"3,44",42,"5,88",53,21
2020-10-14,13,Madrid,3202,"20,02",475,"37,43",333,411
2020-10-14,19,Melilla,26,"14,69",1,"8,33",2,6
2020-10-14,14,Murcia,319,"8,96",73,"18,30",66,60
2020-10-14,15,Navarra,256,"11,96",35,"27,34",26,36
2020-10-14,16,País Vasco,512,"10,80",55,"17,74",84,51
2020-10-14,17,La Rioja,100,"11,63",20,"33,33",11,9
2020-10-14,00,España,11692,"9,79",1702,"19,23",1473,1329
2020-10-15,01,Andalucía,1487,"9,05",210,"13,79",225,170
2020-10-15,02,Aragón,521,"12,70",67,"34,72",71,41
2020-10-15,03,Asturias,243,"7,44",35,"13,46",42,19
2020-10-15,04,Baleares,148,"4,90",37,"13,12",7,17
2020-10-15,05,Canarias,263,"5,29",56,"13,30",16,23
2020-10-15,06,Cantabria,46,"2,95",10,"8,70",8,5
2020-10-15,08,Castilla La Mancha,652,"13,86",90,"23,75",45,66
2020-10-15,07,Castilla y León,1012,"15,56",137,"32,31",119,87
2020-10-15,09,Cataluña,1915,"7,73",257,"22,35",250,238
2020-10-15,18,Ceuta,17,"9,04",7,"41,18",1,0
2020-10-15,10,C. Valenciana,657,"5,58",100,"9,87",107,59
2020-10-15,11,Extremadura,187,"5,95",32,"14,88",23,18
2020-10-15,12,Galicia,329,"4,02",43,"6,02",45,31
2020-10-15,13,Madrid,3130,"19,81",507,"35,70",319,346
2020-10-15,19,Melilla,30,"16,95",2,"16,67",10,4
2020-10-15,14,Murcia,332,"9,33",70,"17,54",69,47
2020-10-15,15,Navarra,220,"10,32",36,"27,91",34,36
2020-10-15,16,País Vasco,488,"10,34",52,"16,61",66,88
2020-10-15,17,La Rioja,107,"12,44",20,"33,33",16,13
2020-10-15,00,España,11784,"9,83",1768,"19,56",1473,1308
2020-10-18,01,Andalucía,1644,"10,00",219,"14,32",194,69
2020-10-18,02,Aragón,575,"14,01",74,"38,34",51,19
2020-10-18,03,Asturias,284,"8,79",35,"13,46",29,6
2020-10-18,04,Baleares,163,"5,39",40,"14,13",13,6
2020-10-18,05,Canarias,258,"5,23",59,"14,15",12,3
2020-10-18,06,Cantabria,61,"3,91",11,"9,57",10,1
2020-10-18,08,Castilla La Mancha,684,"14,28",88,"23,34",61,37
2020-10-18,07,Castilla y León,1186,"18,36",152,"36,36",124,36
2020-10-18,09,Cataluña,2273,"7,45",293,"25,43",277,116
2020-10-18,18,Ceuta,22,"11,76",7,"41,18",3,1
2020-10-18,10,C. Valenciana,737,"6,48",114,"11,43",101,42
2020-10-18,11,Extremadura,201,"6,39",33,"14,80",16,3
2020-10-18,12,Galicia,319,"3,95",50,"7,29",52,16
2020-10-18,13,Madrid,3217,"20,44",486,"38,85",237,115
2020-10-18,19,Melilla,40,"22,60",5,"41,67",4,0
2020-10-18,14,Murcia,368,"10,45",73,"18,30",65,29
2020-10-18,15,Navarra,277,"12,99",37,"28,68",26,12
2020-10-18,16,País Vasco,517,"10,98",58,"18,77",50,34
2020-10-18,17,La Rioja,119,"13,84",23,"38,33",11,1
2020-10-18,00,España,12945,"10,36",1857,"21,04",1336,546
2020-10-19,01,Andalucía,1704,"10,37",228,"14,88",283,191
2020-10-19,02,Aragón,577,"9,11",74,"37,95",65,62
2020-10-19,03,Asturias,315,"9,81",39,"15,00",45,9
2020-10-19,04,Baleares,171,"5,66",40,"14,13",23,16
2020-10-19,05,Canarias,258,"5,27",55,"13,19",19,21
2020-10-19,06,Cantabria,65,"4,19",12,"10,43",15,4
2020-10-19,08,Castilla La Mancha,689,"14,41",98,"25,99",80,84
2020-10-19,07,Castilla y León,1224,"18,72",155,"35,63",163,121
2020-10-19,09,Cataluña,2410,"9,87",314,"26,10",322,271
2020-10-19,18,Ceuta,24,"12,77",7,"41,18",3,1
2020-10-19,10,C. Valenciana,778,"6,84",123,"12,17",131,74
2020-10-19,11,Extremadura,211,"6,71",34,"15,25",19,8
2020-10-19,12,Galicia,312,"4,20",44,"6,76",55,24
2020-10-19,13,Madrid,3172,"19,85",492,"39,27",311,344
2020-10-19,19,Melilla,42,"23,73",5,"41,67",5,4
2020-10-19,14,Murcia,393,"11,04",72,"18,05",74,62
2020-10-19,15,Navarra,288,"13,55",38,"29,23",45,34
2020-10-19,16,País Vasco,535,"11,24",61,"19,55",71,76
2020-10-19,17,La Rioja,120,"13,95",20,"33,33",13,17
2020-10-19,00,España,13288,"11,00",1911,"21,51",1742,1423
2020-10-20,01,Andalucía,1781,"10,83",233,"15,26",291,191
2020-10-20,02,Aragón,592,"14,01",77,"28,52",83,72
2020-10-20,03,Asturias,323,"10,03",39,"15,00",38,34
2020-10-20,04,Baleares,162,"5,36",39,"13,93",20,11
2020-10-20,05,Canarias,256,"5,23",52,"12,47",12,19
2020-10-20,06,Cantabria,150,"9,67",13,"11,30",9,6
2020-10-20,08,Castilla La Mancha,692,"14,47",91,"24,14",77,74
2020-10-20,07,Castilla y León,1253,"19,02",157,"35,36",173,128
2020-10-20,09,Cataluña,2506,"10,19",330,"27,30",370,264
2020-10-20,18,Ceuta,24,"12,70",8,"47,06",2,2
2020-10-20,10,C. Valenciana,802,"7,04",129,"12,62",136,86
2020-10-20,11,Extremadura,218,"6,93",32,"14,35",26,21
2020-10-20,12,Galicia,351,"4,71",44,"6,76",67,40
2020-10-20,13,Madrid,3152,"19,73",495,"39,25",349,332
2020-10-20,19,Melilla,47,"26,55",5,"41,67",6,1
2020-10-20,14,Murcia,398,"11,13",66,"16,54",62,47
2020-10-20,15,Navarra,296,"13,77",38,"29,23",40,35
2020-10-20,16,País Vasco,566,"11,85",61,"19,61",96,63
2020-10-20,17,La Rioja,129,"15,00",21,"35,00",3,9
2020-10-20,00,España,13698,"11,51",1930,"21,48",1860,1435
2020-10-21,01,Andalucía,1850,"11,27",239,"15,63",294,210
2020-10-21,02,Aragón,625,"15,04",80,"40,61",101,68
2020-10-21,03,Asturias,332,"10,24",39,"15,00",41,29
2020-10-21,04,Baleares,171,"5,57",40,"14,04",18,23
2020-10-21,05,Canarias,255,"5,20",49,"11,75",20,13
2020-10-21,06,Cantabria,63,"4,06",13,"11,30",5,4
2020-10-21,08,Castilla La Mancha,723,"15,12",94,"24,87",101,66
2020-10-21,07,Castilla y León,1293,"19,43",157,"34,06",170,125
2020-10-21,09,Cataluña,2663,"10,68",355,"28,96",351,236
2020-10-21,18,Ceuta,28,"14,89",8,"47,06",6,2
2020-10-21,10,C. Valenciana,837,"7,38",125,"12,38",149,73
2020-10-21,11,Extremadura,226,"7,19",31,"13,90",29,20
2020-10-21,12,Galicia,408,"4,94",53,"7,42",50,32
2020-10-21,13,Madrid,3234,"20,35",483,"38,49",332,369
2020-10-21,19,Melilla,39,"22,03",7,"58,33",5,13
2020-10-21,14,Murcia,386,"10,79",61,"15,29",69,56
2020-10-21,15,Navarra,312,"14,64",44,"33,85",59,42
2020-10-21,16,País Vasco,582,"12,18",66,"21,29",88,84
2020-10-21,17,La Rioja,133,"15,47",22,"36,67",19,14
2020-10-21,00,España,14160,"11,80",1966,"21,85",1907,1479
2020-10-25,01,Andalucía,2240,"13,83",282,"18,61",273,138
2020-10-25,02,Aragón,739,"17,90",83,"41,71",79,20
2020-10-25,03,Asturias,476,"14,67",50,"19,23",47,17
2020-10-25,04,Baleares,187,"6,16",47,"16,49",14,8
2020-10-25,05,Canarias,258,"5,27",48,"11,51",5,1
2020-10-25,06,Cantabria,83,"5,35",14,"12,17",9,0
2020-10-25,08,Castilla La Mancha,796,"16,64",90,"23,08",85,47
2020-10-25,07,Castilla y León,1465,"21,91",178,"37,71",136,46
2020-10-25,09,Cataluña,3322,"13,77",432,"34,12",327,170
2020-10-25,18,Ceuta,34,"18,48",8,"47,06",5,3
2020-10-25,10,C. Valenciana,1075,"9,42",144,"13,99",151,37
2020-10-25,11,Extremadura,306,"9,80",42,"18,83",24,5
2020-10-25,12,Galicia,450,"5,47",60,"8,40",64,28
