NOMBRE,DIRECCION,CIUDAD,PROVINCIA,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO,BOCADILLOS_BEBIDAS_CALIENTES,COMIDA_PREPARADA,DUCHAS
E.S. STA. LUCIA,CR N-525 P.K. 336.4 I,Eixo,A Coruña,42.84332877,-8.52265594,,De Lunes a Domingo de 07:00 a 23:00 horas;,981817407,SI,,
CRED O BURGO,"AU AP-9 P.K. 6,00 I",El Burgo-au,A Coruña,43.31197376,-8.36521447,,De Lunes a Domingo de 07:00 a 23:00 horas,981662001,SI,SI,
CRED FENE,"CR N-651 P.K. 30,00 I (ACC.PTO.FERROL)",Fene,A Coruña,43.47224306,-8.16188278,,De Lunes a Domingo de 06:00 a 22:00 horas,981341611,SI,SI,
GALURESA FONTECULLER,"AV DE FONTECULLER,S/N",Fonte Culler,A Coruña,43.3240833,-8.38111429,,De Lunes a Domingo de 07:00 a 23:00 horas,981280457,SI,SI,
E.S. CRED LARIN,"CR A-55 P.K. 15,30 I",Larin,A Coruña,43.27471331,-8.52874355,,L a D de 7:00 a 23:00,981190442,SI,SI,
CRED MIÑO,"CR N-651 P.K. 9,50 I",Miño,A Coruña,43.34128816,-8.20368109,,De Lunes a Domingo de 07:00 a 23:00 horas,981784001,SI,SI,
AREA DE SERVICIO MI#O,"AU AP-9 P.K. 15,50 I",Miño,A Coruña,43.37388523,-8.18735373,,ABIERTO 24h.,981190186,,,SI
"E.S. CAO MOTOR, S.L.","CR AC-115 P.K.1,80 D",Neda,A Coruña,43.48998581,-8.16176597,,De Lunes a Domingo de 07:00 a 23:00 horas,981344368,SI,,
"E.S. NJULIAN, S. L.","CR C-552 P.K. 20,00 D",Payosaco,A Coruña,43.2534543,-8.55786154,,De Lunes a Domingo de 07:00 a 23:00 horas,981605082,SI,,
CRED POBRA II,"CL VRG. 1.1. PADRON-RIVEIRA, 34",Puebla de Caramiñal,A Coruña,42.60788069,-8.96383021,,ABIERTO 24h.,981877767,SI,SI,
XUNQUEIRA S.L.,"CR C-550 P.K. 35,00 D",Puebla de Caramiñal,A Coruña,42.59859356,-8.94327604,,De Lunes a Viernes de 07:00 a 23:00 horas; Sábado de 08:00 a 23:00 horas; Domingo de 08:30 a 23:00 horas,981832076,SI,SI,
E.S. SOMESO,"ACCESO POL. IND. POCOMACO P.K. 1,50 I",Someso,A Coruña,43.336528,-8.416333,,De Lunes a Domingo de 07:00 a 23:00 horas,981133115,SI,SI,
"CARBURANTES DE TEIXEIRO, S.L.","CR N-634 P.K. 662,00 D",Teixeiro,A Coruña,43.15767934,-8.00374515,,De Lunes a Sábado de 07:00 a 23:00 horas; Domingo de 09:00 a 23:00 horas,981789449,SI,,
E.S. DULANTZI,Kale Gasteiz Bidea 59,Alegria,Álava,42.8427777,-2.5191667,,De Lunes a Domingo de 07:00 a 22:00 horas,945420654,SI,,
CRED ALTUBE M.D.,"AU AP-68 P.K. 36,00 D",Altube,Álava,42.96629215,-2.87369924,,De Lunes a Domingo de 06:00 a 23:00 horas,945462571,SI,SI,
CRED IGAY M.I.,"AU AP-68 P.K. 63,50 I",Igay,Álava,42.74159587,-2.91315592,,ABIERTO 24h.,945355045,SI,SI,
CRED IGAY M.D.,"AU AP-68 P.K. 63,00 D",Igay,Álava,42.74312841,-2.91351802,,ABIERTO 24h.,945355026,SI,SI,
CRED LLODIO,"CL ARETA, 2",Llodio,Álava,43.14858039,-2.9516224,,De Lunes a Domingo de 06:00 a 22:00 horas,946726472,SI,SI,
CRED LOPIDANA,"CR N-1 P.K. 350,50 I",Lopidana,Álava,42.87789517,-2.71421093,,ABIERTO 24h.,945202060,SI,SI,
CRED LOPIDANA DCHO,"CR N-1 P.K. 350,50 D",Lopidana,Álava,42.87717943,-2.71281451,,ABIERTO 24h.,945267311,SI,SI,
CRED OLAONA,"CR N-1 P.K. 364,40 D",Venta del Patio,Álava,42.8785389,-2.51842183,,De Lunes a Domingo de 06:00 a 22:00 horas,945307024,SI,SI,
CRED LAS TRIANAS,"CL TRIANAS, 17",Vitoria,Álava,42.83984218,-2.66264565,,De Lunes a Domingo de 06:00 a 22:00 horas,945138689,SI,SI,
CRED PORTAL DE CASTILLA,"CL CASTILLA, 30",Vitoria-gasteiz,Álava,42.84291758,-2.68217955,,De Lunes a Sábado de 06:30 a 22:30 horas; Domingo de 06:30 a 22:30 horas,,SI,SI,
CRED ALBACETE,"CR A-31, P.K. 69,00 I",Albacete,Albacete,39.03268985,-1.8914363,,De Lunes a Domingo de 06:00 a 23:00 horas,682348925,SI,SI,
E.S. VILLALBA REOLID,"CL CARRETERA JAEN, 2",Albacete,Albacete,38.9947754,-1.87185611,,ABIERTO 24h.,967220005,,,SI
E.S. DEL REY GONZALEZ SL,"CR N-322 P.K. 359,00 D",Albacete,Albacete,39.03318002,-1.84504358,,De Lunes a Viernes de 07:00 a 14:00 horas; De Sábado a Domingo de 09:00 a 14:00 horas,967520510,SI,,
CRED LOS MOLINOS,"CR A-31 P.K. 126,00 I",Bonete,Albacete,38.87616191,-1.3318052,,De Lunes a Domingo de 06:00 a 22:00 horas,967334218,SI,SI,
ES ENERGIA SANTA ANA SL,CR N-330 .P.K. 71.4 I,Caudete,Albacete,38.75740991,-0.95658729,,De Lunes a Jueves de 06:00 a 22:00 horas; Viernes de 06:00 a 24:00 horas; De Sábado a Domingo de 06:00 a 22:00 horas,965979222,,,SI
E.S. DEL REY GONZALEZ SL,"CR AB-430 P.K. 530,30 I",Chinchilla,Albacete,38.91615953,-1.72599683,,De Lunes a Domingo de 06:00 a 22:00 horas,967260415,SI,SI,
ES EUGENIO JAVIER MARTINEZ NAVARRO,"CR N-301 P.K. 231,80 D",La Gineta,Albacete,39.10763149,-1.99040639,,De Lunes a Domingo de 07:00 a 21:30 horas,967275064,SI,,
E.S. HELLIN S.L.,"CR N-301 P.K. 310,20 I",Hellin,Albacete,38.52437781,-1.70306974,,De Lunes a Domingo de 06:00 a 23:00 horas,967300792,SI,SI,
E.S. ADMON Y DISTRIB. DE COMBUSTIBL,"CL MURCIA, 33",Hellin,Albacete,38.5067363,-1.68719345,,De Lunes a Domingo de 06:00 a 23:00 horas,967302034,SI,SI,
ES GASOGAS CALEFACCIÓN S.L.U.,"CR C-430 P.K. 428,40 I",Ossa de Montiel,Albacete,38.96731464,-2.75130923,,Lunes de 08:00 a 20:00 horas,967377166,,,SI
CRED LA RODA AUTOVIA,"CR A-31 P.K. 40,00 D",La Roda,Albacete,39.20093153,-2.1447009,,De Lunes a Domingo de 06:00 a 23:00 horas,967548253,SI,SI,
"E.S. ROBLEGAS,S.A.","CL ALFREDO ATIENZA, 156",La Roda,Albacete,39.20142835,-2.14903387,,De Lunes a Domingo de 06:00 a 22:00 horas,967 443322,SI,SI,
E.S. AREA SALIDA 129 S.L.,"CR A-43 P.K. 129,00 D",Villarrobledo,Albacete,39.25579886,-2.58317717,,ABIERTO 24h.,633119121,SI,SI,SI
"E.S. GLEM,S.L. AGOST.","CR A-220 P.K. 11,00 I",Agost,Alicante,38.43445999,-0.63711283,,De Lunes a Viernes de 07:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 15:00 horas,965691185,SI,,
"E.S. LOS MARTINEZ,S.L.","CR N-340 P.K. 696,70 A",Albatera,Alicante,38.1648421,-0.89441966,,ABIERTO 24h.,965487001,SI,,
E.S. CRED TIRANT LO BLANCH,"CL AV TIRANT LO BLANC, S.N.",Alcoy,Alicante,38.70874034,-0.47257307,,De Lunes a Viernes de 06:30 a 20:00 horas; De Sábado a Domingo de 08:00 a 20:00 horas,965336630,SI,SI,
ES GLEM COLLAO S.L.,CL OLIVER S.N.,Alcoy,Alicante,38.69194059,-0.48967887,,De Lunes a Domingo de 07:00 a 21:00 horas,965520943,SI,,
CRED RABASA,"AV DE LA UNIVERSIDAD, S.N.",Alicante,Alicante,38.37621268,-0.50885096,,ABIERTO 24h.,965179972,SI,SI,
CRED CAROLINAS,"CL AVENIDA DE JIJONA, 88",Alicante,Alicante,38.35842861,-0.48401657,,De Lunes a Sábado de 06:30 a 22:30 horas; Domingo de 07:00 a 22:30 horas,965243334,SI,SI,
GPV- AV NOVELDA (A) - 132,"CL AVENIDA NOVELDA, 179",Alicante,Alicante,38.37024654,-0.49751345,,De Lunes a Domingo de 07:00 a 24:00 horas,965178644,SI,SI,
ES PETROLMAR GESTION SL,C/ FORTUNY ESQ AVDA NOVELDA 141,Alicante,Alicante,38.37523968,-0.49945381,,De Lunes a Viernes de 07:00 a 21:00 horas; De Sábado a Domingo de 09:00 a 14:00 horas; De Sábado a Domingo de 14:00 a 17:00 horas; De Sábado a Domingo de 17:00 a 21:00 horas,965775614,SI,,
"E.S.MONTAHUD,S.L.",CR AC-1521 P.K. 2.80 D,Altea,Alicante,38.6059003,-0.07849209,,De Lunes a Domingo de 07:00 a 22:00 horas,965845958,SI,SI,
E.S. JAVIER ANGEL CABRERA LAPARRA,CR N-332 P.K. 155.50 I,Altea,Alicante,38.58653131,-0.06473277,,De Lunes a Viernes de 07:00 a 20:00 horas; De Sábado a Domingo de 09:00 a 17:00 horas,965845561,SI,,
"E.S. ALTET,S.L.","AVENIDA CARTAGENA, 59",El Altet,Alicante,38.27587757,-0.53882375,,ABIERTO 24h.,965687098,SI,,
ES. GLEM SL SANT JORDI,"PADRE JESULADO FERRERO, 1",Bañeres,Alicante,38.71885083,-0.66398138,,De Lunes a Viernes de 07:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 16:00 horas,965567617,SI,,
GPV-TERRA MITICA-142,"CR CV-70 P.K. 47,00 I",Benidorm-terra Mitic,Alicante,38.55929394,-0.13478823,,ABIERTO 24h.,966806234,SI,SI,
"GLEM ,S.L. BIAR",CR A-210 P.K. 38.20 I,Biar,Alicante,38.63060073,-0.78654897,,De Lunes a Sábado de 08:00 a 16:00 horas,965810513,SI,,
E.S. BIGASTRO JOSE ANTONIO LECHUGA,CL PROGRESO 19,Bigastro,Alicante,38.05917572,-0.88525274,,ABIERTO 24h.,966778670,,,SI
"E.S. L. GUARDIOLA, S.L","CL SAN ISIDRO, 10",Callosa D¿en Sarria,Alicante,38.64789382,-0.12086281,,De Lunes a Viernes de 07:00 a 21:00 horas; Sábado de 07:00 a 15:00 horas,965880052,SI,,
E.S. CALLOSA DE SEGURA,"CR-CV913, P.K. 1,00 D",Callosa de Segura,Alicante,38.12582629,-0.86729728,,De Lunes a Domingo de 06:00 a 22:00 horas,966758561,SI,SI,
CRED LA MERCED,"CR N-332 P.K. 122,50 I",Campello,Alicante,38.45027374,-0.3744281,,De Lunes a Viernes de 07:30 a 20:00 horas; De Sábado a Domingo de 08:00 a 14:00 horas; Festivo de 08:00 a 14:00 horas,965633776,SI,SI,
E.S. JUAN CARLOS RODRIGUEZ LOPEZ,"CR N-332 P.K. 122,50 D",Campello,Alicante,38.4501838,-0.37361911,,De Lunes a Domingo de 06:30 a 20:00 horas,965630097,SI,,
"GLEM, S.L. CASTALLA 1","AV IBI, 80",Castalla,Alicante,38.60094664,-0.66961017,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 07:00 a 22:00 horas,966560551,SI,,
"E.S. GLEM, S.L. CASTALLA 2","CR CV-815 P.K. 5,70 D",Castalla,Alicante,38.57807467,-0.65520984,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 07:00 a 22:00 horas,965560710,SI,SI,
ES GLEM S.L.- ALGARS,AVENIDA DE ALICANTE Nº 49,Cocentaina,Alicante,38.71891975,-0.45653595,,De Lunes a Viernes de 07:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 16:00 horas,966500442,SI,,
FOOTWEAR PLANET S.L.,"CL AVENIDA DEL CARMEN, 94",Cox,Alicante,38.14713624,-0.8892838,,Lunes de 06:00 a 22:00 horas; De Martes a Sábado de 05:00 a 22:00 horas; Domingo de 07:00 a 22:00 horas,966750598,SI,,
CRED CREVILLENTE,"CR CV-875 ,P.K. 10,50 I",Crevillente,Alicante,38.23334977,-0.79067927,,ABIERTO 24h.,965405673,SI,SI,
CRED DENIA,"CL AVENIDA VALENCIA, 44",Denia,Alicante,38.83945655,0.09823298,,ABIERTO 24h.,966424394,SI,SI,
CRED EL DESVÍO,"CR CV-8500 P.K. 3,60 I",Elche,Alicante,38.25101951,-0.69830216,,De Lunes a Domingo de 06:00 a 22:00 horas,965451125,SI,SI,
E.S. DAVID RAMIREZ PARRALEJO,"CR CV-855 P.K. 8,30 D",Elche,Alicante,38.17709413,-0.70217269,,De Lunes a Viernes de 07:00 a 21:00 horas; De Sábado a Domingo de 07:00 a 20:00 horas,965077699,SI,,
E.S. GLEM SL ELCHE,"CAMINO VIEJO ELCHE-SANTA P.K. 0,2",Elche,Alicante,38.25790105,-0.67827289,,De Lunes a Viernes de 06:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 14:00 horas,965453545,SI,,
ES FOOTWORK SL,"CR N-340 P.K. 714,10 I",Elche,Alicante,38.25680969,-0.74779867,,De Lunes a Domingo de 06:00 a 22:00 horas,966663802,SI,,
E.S. GLEM EXC. ELDA,AV Centro excursionista Eldendese s/n,Elda,Alicante,38.47003373,-0.80623667,,De Lunes a Viernes de 06:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 14:00 horas,966980253,SI,,
E.S. GLEM ELDA,"CR C-3213 P.K. 15,70 I",Elda,Alicante,38.47395393,-0.80474909,,De Lunes a Viernes de 06:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 20:00 horas,965398903,SI,,
E.S. PETRO-CARIBA S.L.,"CR N-330A P.K. 401,00 I",Fontcalent - Rebolle,Alicante,38.34236438,-0.60707908,,De Lunes a Viernes de 07:00 a 21:00 horas; Sábado de 08:00 a 14:00 horas,965189549,SI,,
ES PETROLMAR GESTION SL,"CR N-332 P.K. 187,50 D",Gata de Gorgos,Alicante,38.76805244,0.09860681,,De Lunes a Domingo de 07:00 a 21:00 horas,966454262,SI,,
E.S. GASOLINERA LA HOYA SL,"CR CV-853 P.K. 6,70 I",La Hoya,Alicante,38.19599532,-0.67863411,,De Lunes a Domingo de 07:00 a 22:00 horas,965454195,SI,,
"E.S. PULIGARCI, S.L.","CL AVENIDA JUAN CARLOS I, 1",Ibi,Alicante,38.62655591,-0.56796837,,De Lunes a Domingo de 06:00 a 22:00 horas,965552385,SI,,
CRED LA RODA,"CL AVENIDA DE VALENCIA, S.N.",Javea,Alicante,38.78542083,0.15996767,,"De Lunes a Viernes de 06:00 a 20:00 horas. Sabados, Domingos y festivos de 08:00 a 20:00 horas",966463724,SI,SI,
CRED EL ARENAL,"CR CV-739 ,P.K. 2,90 D",Javea,Alicante,38.77050388,0.18637114,,"De Lunes a Viernes de 06:00 a 20:00 horas. Sabados, Domingos y festivos de 08:00 a 20:00 horas",965791109,SI,SI,
E.S. GASOLINERA PORT XABIA,"CL AVENIDA DEL PUERTO, 36",Javea,Alicante,38.79425823,0.17720041,,De Lunes a Domingo de 07:00 a 20:00 horas,966460708,SI,,
"E.S.CARBURANTES MONOVAR,S.L.",CL AVENIDA PAIS VALENCIA S.N.,Monovar,Alicante,38.43417893,-0.83986278,,De Lunes a Sábado de 08:00 a 15:00 horas; Domingo de 10:00 a 15:00 horas; Festivo de 10:00 a 15:00 horas,966272353,SI,,
E.S. PETROMORAIRA SL,"CR CV-743 P.K. 6,00 I",Moraira,Alicante,38.68983577,0.13480809,,De Lunes a Domingo de 06:00 a 22:00 horas,965744038,SI,SI,
ES GLEM MUTXAMEL,"CR CV-800 PK 0,7",Muchamiel,Alicante,38.427026,-0.435011,,De Lunes a Domingo de 06:00 a 22:00 horas,965659396,SI,SI,
CRED ONDARA,"CR N-332 P.K. 198,00 I",Ondara,Alicante,38.82821445,0.01475808,,"De Lunes a Viernes de 06:00 a 21:00 horas; Sábado, Domingo y Festivo de 08:00 a 20:00 horas",965766212,SI,SI,
ES FOOTWEAR PLANET SL,"CR N-340 P.K. 688,60 I",Orihuela,Alicante,38.10626641,-0.93165431,,De Lunes a Domingo de 06:00 a 22:00 horas,965304087,SI,SI,
CRED PEDREGUER,"CL AVENIDA JOAN CARLES I, 27",Pedreguer,Alicante,38.79938163,0.03827364,,"De Lunes a Viernes de 06:00 a 21:00 horas; Sábado, Domingo y Festivo de 08:00 a 20:00 horas",965761892,SI,SI,
PETROLMAR GESTION SL,CL AVENIDA DE VALENCIA 21,Pego,Alicante,38.84528634,-0.11548625,,De Lunes a Sábado de 06:00 a 14:00 horas,965570414,SI,,
ES FOOTWORK SL,CR A-311 P.K. 1.80 D,San Bartolome-medialegua,Alicante,38.10701381,-0.86473397,,De Lunes a Domingo de 06:00 a 22:00 horas,966753389,SI,,
E.S. LA GRANADINA,"CR A-7 P.K. 732,00 I",San Isidro de Albate,Alicante,38.17504945,-0.8541226,,ABIERTO 24h.,965486733,SI,,SI
CRED SANTA POLA,"CR N-332 P.K. 93,50 D",Santa Pola,Alicante,38.23532739,-0.55003193,,ABIERTO 24h.,965415439,SI,SI,
"E.S. Z. CANTOS,S.L.",CL DEL GREMIS 25-31 (POLIGONO TEULADA),Teulada,Alicante,38.729447,0.09198405,,De Lunes a Sábado de 06:00 a 22:00 horas; Domingo de 08:00 a 22:00 horas,965741411,SI,SI,
GPV-TORREVIEJA - 135,CR CV-95 P.K. 2 - URB.LOS BALCONES,Torrevieja,Alicante,37.96206266,-0.71867452,,ABIERTO 24h.,966799393,SI,SI,
ES FOOTWEAR PLANET S.L.,"CR A-214 P.K. 5,00 I",Villafranqueza,Alicante,38.40103521,-0.47777864,,De Lunes a Domingo de 06:00 a 22:30 horas,965184855,SI,,
"GLEM,S.L.-AUTOVIA R-2B","CR N-330 P.K. 53,00 D",Villena,Alicante,38.61846369,-0.84842242,,De Lunes a Jueves de 07:00 a 24:00 horas; Viernes de 07:00 a 22:00 horas; Sábado de 08:00 a 20:00 horas; Domingo de 08:00 a 22:00 horas,965946584,SI,,SI
"GLEM,S.L.-AUTOVIA R-2A","CR N-330 P.K. 53,00 I",Villena,Alicante,38.618081,-0.84901966,,De Lunes a Viernes de 06:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 16:00 horas,966603140,SI,,
"GLEM,SL.-URBANA.","CL AVENIDA DE ALICANTE, 22",Villena,Alicante,38.62966518,-0.85671179,,De Lunes a Viernes de 06:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 20:00 horas,965598926,SI,,
GLEM SL.CARRT YECLA,"CL CARRETERA DE YECLA, 6",Villena-el Jardin,Alicante,38.63580523,-0.8732552,,De Lunes a Domingo de 06:00 a 22:00 horas,965349039,SI,,
"ALMETIR, S.L.","CR N-340 P.K. 471,00 D",Almeria,Almería,36.8684199,-2.23003401,,ABIERTO 24h.,950207000,,,SI
CRED RAMBLA BELEN,PROL FEDERICO GARCIA LORCA (RAMBLA BELEN,Almeria,Almería,36.85309443,-2.46824934,,ABIERTO 24h.,950253039,SI,SI,
CRED AVDA. DEL MEDITERRÁNEO,"AV. MEDITERRÁNEO, S/N ESQ. C/ ALPUJARRA",Almeria,Almería,36.83501637,-2.4473459,,De Lunes a Domingo de 07:00 a 23:00 horas,950152089,SI,SI,
CRED ALMERÍA,CL PADRE MENDEZ S.N.,Almeria,Almería,36.83931945,-2.44652249,,De Lunes a Domingo de 07:00 a 23:00 horas,950222184,SI,SI,
E.S. HIDROCARBUROS EL MAMI,"CR AL-201 P.K. 1,6 I (EL MAMI)",Almeria- el Mami,Almería,36.85363523,-2.42079235,,De Lunes a Viernes de 06:00 a 21:00 horas; De Sábado a Domingo de 06:00 a 20:30 horas,950291921,SI,,
E.S. FASANCORT SL,"A-7, pk 459,8 MI",Cañada S. Urbano-el,Almería,36.87541885,-2.33787436,,ABIERTO 24h.,950172222,SI,,SI
CRED HUERCAL DE ALMERIA,"CR N-340A P.K. 446,50 D",Huercal de Almeria,Almería,36.87495832,-2.44468103,,De Lunes a Domingo de 07:00 a 23:00 horas,950144173,SI,SI,
CRED MOJACAR MOLINO,"CR AL-118 P.K. 0,60 D",Mojacar,Almería,37.16915668,-1.82417178,,De Lunes a Domingo de 07:00 a 23:00 horas,950133967,SI,SI,
CDAD.TNPTE.PONIENTE,"CR N-340 P.K. 420,70 I",La Mojonera,Almería,36.79632233,-2.68657636,,ABIERTO 24h.,950603311,SI,,SI
E.S. BAYO LIROLA S.A.,"CR N-340 P.K. 487,00 I",Nijar,Almería,36.95590592,-2.12774811,,ABIERTO 24h.,950611306,SI,,
HIDROCARBUROS EL MAMI,"CR AL-1008 P.K. 5,20 I",San Isidro de Nijar,Almería,36.89809551,-2.18645361,,De Lunes a Domingo de 06:00 a 22:00 horas,950366246,SI,,
"ES G.B. PARKING LA REDONDA, S.L.",CR. IRIDA – POLG. LA REDONDA (SANTA MARIA DEL AGUILA),Sta Maria del Aguila,Almería,36.78039685,-2.74894335,,ABIERTO 24h.,950583171,,,SI
"E.S. PICA,S.L.","CR N-340 P.K. 426,00 D",Vicar,Almería,36.80473617,-2.62101577,,De Lunes a Viernes de 06:00 a 20:30 horas; Festivo de 08:00 a 16:00 horas,950550253,SI,,
E.S. CANIVELL COMBUSTIBLES S.L.U.,"CL AVENIDA DE LUGO, 24",Aviles,Asturias,43.56651064,-5.92675361,,De Lunes a Domingo de 07:00 a 23:00 horas,985561018,SI,SI,
CRED CERDEÑO,"CR N-634 P.K. 406,00 D",Cerdeño,Asturias,43.37099508,-5.81584427,,ABIERTO 24h.,943212859,SI,SI,
ES LOS LLANOS DE COLUNGA SL,"CR N-632 P.K. 23,70 D",Colunga,Asturias,43.48461666,-5.26105713,,Lunes de 06:00 a 22:00 horas,985856085,SI,,
E.S. CRED PUMARIN-GIJON,"CL AVENIDA CONSTITUCION, 220",Gijon,Asturias,43.52226828,-5.68371408,,ABIERTO 24h.,985388400,SI,SI,
"E.S. HNOS PRIETO DE BOAL,S.L.","PG RIO PINTO DE JARRIO, PARC.102",Jarrio,Asturias,43.54215206,-6.7642134,,De Lunes a Domingo de 07:00 a 23:00 horas,985624850,SI,,
CRED LUGONES,CR SI-3 P.K. 2.20 D,Lugones,Asturias,43.40029295,-5.79110001,,De Lunes a Domingo de 06:30 a 22:30 horas,985264699,SI,SI,
E.S. CRED MIERES,"POLIGONO VEGA ARRIBA, S.N.",Mieres,Asturias,43.23696742,-5.77883287,,De Lunes a Domingo de 07:00 a 23:00 horas,985451764,SI,SI,
AREA DE SERVICIO LINDABARCAS,"CR N-632 P.K.134,20 D",Novellana,Asturias,43.55805576,-6.28359381,,ABIERTO 24h.,609978878,SI,,SI
AREA DE SERVICIO VIASTUR-PRUVIA,"AU AS-II (OVIEDA-GIJON) P.K. 9,80 D",Pruvia,Asturias,43.44478868,-5.79933184,,ABIERTO 24h.,985772355,,,SI
E.S. MONTSACRO,"POL. IND. RIAÑO (LANREO), S.N.",Riaño-langreo,Asturias,43.32626209,-5.72968416,,ABIERTO 24h.,985692657,,,SI
CRED ROBLEDO 1,"AU A-66 P.K. 19,00 D",El Robledo,Asturias,43.43529912,-5.79903485,,ABIERTO 24h.,985772409,SI,SI,
CRED ROBLEDO 2,"AU A-66 P.K. 19,00 I",El Robledo,Asturias,43.43835302,-5.79833748,,ABIERTO 24h.,985772082,SI,SI,
E.S. NESATELI GRUPO DE NEGOCIOS SL,"CR N-634 P.K. 299,10 I",San Roque del Acebal,Asturias,43.39862666,-4.73497779,,De Lunes a Domingo de 06:00 a 22:00 horas,985417017,SI,SI,
"GASOLINERA HNOS YANES, S.L.","CR N-640 P.K. 26,00 I",San Tirso de Abres,Asturias,43.41303399,-7.14855572,,De Lunes a Domingo de 07:00 a 22:00 horas,985634412,,,SI
DIEGO MENENDEZ RIVERA,"CR AS-15 P.K. 4,10 D",Santiago de la Barca,Asturias,43.37665436,-6.15188681,,De Lunes a Domingo de 06:30 a 22:00 horas,985835170,SI,,
E.S. SOTON,"Bº TETUAN, CR AS-17 P.K. 48,5",Sotrondio,Asturias,43.27739371,-5.61758742,,De Lunes a Domingo de 06:00 a 23:00 horas,985672262,SI,SI,
"E.S. AUTOSERVICO CATUXO, S.L","AV DE GALICIA, 13",Tapia de Casariego,Asturias,43.56851783,-6.9440283,,De Lunes a Domingo de 07:00 a 20:00 horas,985628525,SI,,
CRED PARQUE ASTUR,"CENTRO COMERCIAL PARQUE ASTUR, S.N.",Trasona-parque Astur,Asturias,43.54758385,-5.87131508,,De Lunes a Sábado de 07:00 a 23:00 horas; Domingo de 08:00 a 23:00 horas,985570227,SI,SI,
E.S. CRED LOS CAMPONES,PG P.IND. LOS CAMPONES INTERS. AS-19 (PARC.1 Y 4),Tremañes-carretera,Asturias,43.53005313,-5.70702258,,De Lunes a Domingo de 06:00 a 24:00 horas,985324659,SI,SI,
ES VALDEPARES,CR N-634 P.K. 535.80 D,Valdepares,Asturias,43.5554402,-6.84535262,,De Lunes a Domingo de 07:00 a 23:00 horas,985637612,SI,SI,SI
CRED A VEIGA,"CL AVENIDA DE ASTURIAS, 67",Vegadeo,Asturias,43.47091067,-7.0515978,,De Lunes a Domingo de 07:00 a 23:00 horas,985634210,SI,SI,
ES ESTACION DE SERVICIO NOW SL,"CR AS-19 P.K. 4,50 I",Veriña,Asturias,43.53855617,-5.72122451,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 07:00 a 22:00 horas,985329570,SI,,SI
CRED ESPINOSA,"CR A-6 P.K. 118,50 D",Espinosa de los Caballeros,Ávila,41.00964888,-4.66526401,,De Lunes a Domingo de 07:00 a 23:00 horas,920300088,SI,SI,
E.S. FAM. COCA PEREZ,"CR C-610 P.K. 26,00 I",Madrigal de la Altas Torres,Ávila,41.09297841,-4.99999892,,De Lunes a Sábado de 07:00 a 21:00 horas; Domingo de 08:00 a 14:00 horas,920320062,SI,,SI
E.S. LAS NAVAS,PG IND. EL BRAJERO C-PARAL.,L Navas del Marques,Ávila,40.59503495,-4.3334135,,De Lunes a Viernes de 06:00 a 20:00 horas; Festivo de 07:00 a 15:00 horas,918972340,SI,SI,
CRED ORBITA,CR N-6 P.K. 117 I,Orbita,Ávila,40.99818528,-4.65863483,,De Lunes a Domingo de 07:00 a 23:00 horas,920308513,SI,SI,
E.S. SAN MARCOS DE ALMENDRALEJO SL,"CR C-422 P.K. 57,70 I",Almendralejo,Badajoz,38.68713313,-6.41785087,,De Lunes a Domingo de 06:30 a 22:00 horas,924670417,SI,SI,
"E.S. CARMEN PRIETO E HIJOS,S.C.","AV ESTALAJES, S.N.",Azuaga,Badajoz,38.26156244,-5.68494728,,De Lunes a Domingo de 07:00 a 22:00 horas,924890269,SI,,
CRED CTRA OLIVENZA,"CR C-436 P.K. 2,10 D",Badajoz,Badajoz,38.85854609,-6.99005781,,De Lunes a Domingo de 06:00 a 24:00 horas,000000000,SI,SI,
ES LUSITANIA I (MERIDA),"CR N-5A P.K. 340,90 I",Merida,Badajoz,38.91066672,-6.34043262,,De Lunes a Domingo de 06:00 a 22:00 horas,622686642,SI,SI,
"E.S. PRYCON HEREDERO, S.L.","CR BA-436 P.K. 26,60 I",Olivenza,Badajoz,38.66527259,-7.09613397,,Lunes de 06:00 a 23:00 horas,924491647,SI,,
E.S. AREA DE SERVICIO RUTA 5 SLU,"CR A-5 P.K. 325,00 D",San Pedro de Merida,Badajoz,38.94755355,-6.18753472,,ABIERTO 24h.,924325151,,,SI
E.S. CAMINO BLANCO,"CR N-630 P.K. 664,50 D",Villafranca de los Barros,Badajoz,38.5677287,-6.35072149,,De Lunes a Domingo de 06:00 a 24:00 horas,924525879,SI,,SI
E.S. DIAZ BARRIGA S.L.,CR BA-426 P.K. 7.90 I,Vivares,Badajoz,39.08596153,-5.8913021,,De Lunes a Sábado de 07:00 a 15:00 horas; Domingo de 08:00 a 15:00 horas,924853602,SI,,
