NOMBRE,DIRECCION,CIUDAD,PROVINCIA,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO,BOCADILLOS_BEBIDAS_CALIENTES,COMIDA_PREPARADA,DUCHAS
Sant Adriá de Besòs-C/Guipuzcoa,"CL. GUIPUZCOA, 46 ESQ. CL. ZORILLA",Sant Adriá de Besos,Barcelona,41.4274,2.21076,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Vilanova - Toldrà 67,"AV. EDUARD TOLDRÁ, 67",Vilanova I la Geltru,Barcelona,41.2281,1.73606,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Las Franquesas del Vallés,"CTRA. C-251, PK 2,800",Las Franquesas del Valles,Barcelona,41.6197,2.3179,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Ripollet - Polig. La Siberia,"CTRA. N-150 BARCELONA-SABADELL, 286-288",Ripollet,Barcelona,41.5014,2.13949,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Sabadell - Gran Via,"CL. DOMENECH I MONTANER, 52",Sabadell,Barcelona,41.5351,2.10426,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Sant Pol de Mar,"CL. SANT GALDERIC, 12",Sant Pol de Mar,Barcelona,41.608,2.60489,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Santa Susanna,"CTRA. N-II, PK 672,000",Santa Susanna,Barcelona,41.6329,2.70414,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Torelló - Ter,"CL. DEL TER, 45",Torello,Barcelona,42.0487,2.25304,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Alcalá de Guadaira - Bansur,"AUTOV. A-92, PK 4,000 MI",Alcalá de Guadaira,Sevilla,37.3794,-5.89561,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Badajoz - N V,"AUTOV. A-5, PK 405,700 MD",Badajoz,Badajoz,38.8908,-7.01439,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Cazorla,"CTRA. A-319, PK 11,500",Cazorla,Jaen,37.9207,-3.01924,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Montijo - Badajoz,"CTRA. EX-209, PK 5,300",Montijo,Badajoz,38.9024,-6.60802,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Morón de la Frontera,"CL. DE LA TRILLA, 1 , CR. A-361, PK 45,500",Moron de la Frontera,Sevilla,37.127,-5.46022,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Ansoain - Artica,CTRA. ARTICA S/N JUNTO A PLAZA PIO BAROJA,Ansoain,Navarra,42.8319,-1.65108,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Berrioplano,"CL. MARiA VISCARRET, 3",Berrioplano,Navarra,42.8333,-1.66452,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Casares - Porceyo,"CTRA. AS-II, PK 20,700",Casares-porceyo,Asturias,43.4954,-5.71698,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Muros de Nalón,"CTRA. N-632, PK 117,300",Muros de Nalón,Asturias,43.541,-6.10132,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Olmedo,"CTRA. N-601, PK 147,800",Olmedo,Valladolid,41.2819,-4.68169,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Posada de Llanes - Dir.Santander,"CTRA. N-634, PK 303,000 MI",Posada de Llanes,Asturias,43.4315,-4.85708,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Posada de Llanes - Dir.Oviedo,"CTRA. N-634, PK 303,000 MD",Posada de Llanes,Asturias,43.4326,-4.85832,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
San Esteban de las Cruces,"CTRA. AS-242, PK 1,600",San Esteban de la Cruces,Asturias,43.3491,-5.82898,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Campolugar,"CTRA. EX-102, PK 12,200 MI",Campo Lugar,Cáceres,39.2163,-5.78687,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Campo de Criptana,"CTRA. CM-3166, PK 5,000",Campo de Criptana,Ciudad Real,39.4008,-3.14905,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Peraleda de la Mata - Ex118,"CTRA. EX-118, PK 60,150",Peraleda de la Mata,Cáceres,39.8593,-5.47045,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Valencia de Alcántara,"POL.IND. CERRO DE SAN FRANCISCO, PARC. 8 CL. 8",Valencia de Alcántara,Cáceres,39.4144,-7.23032,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,Sí
Oropesa de Toledo,"AUTOVIA A-5, PK 148 DIR BADAJOZ",Oropesa de Toledo,Toledo,39.9265,-5.18589,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Albolote - A92 Dir Malaga,"AUTOV. A-92, PK 239,000 MI",Albolote,Granada,37.2328,-3.66772,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Albolote - A92 Dir Murcia,"AUTOV. A-92, PK 239,000 MD",Albolote,Granada,37.2315,-3.66852,,ABIERTO 24h. TODO EL AÑO.,,Sí,Sí,No
Alicante - San Gabriel,"AV. RAMON GOMEZ SEMPERE, 9-11",Alicante,Alicante,38.3306,-0.513559,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Baza,"CTRA. A-4200, PK 2,200",Baza,Granada,37.5086,-2.76581,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Chirivel,"AUTOV. A-92N, PK 385,000",Chirivel,Almería,37.5959,-2.28109,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
El Campello,"CL. SAN BARTOLOMEU, 1",El Campello,Alicante,38.4188,-0.393142,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Elche - C/Almansa,"POL.IND. CARRUS CL. ALMANSA, 62",Elche,Alicante,38.279,-0.719523,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
La Roda Dir. Albacete,"AUTOV. A-31, PK 50,500",La Roda,Albacete,39.1439,-2.0513,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
La Roda Dir. Madrid,"AUTOV. A-31, PK 34,600",La Roda,Albacete,39.225,-2.18604,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Nevada,"CTRA. A- 337, PK 9,200",Nevada,Granada,37.0085,-3.01138,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Socuéllamos,"CTRA. N-310, PK 104,700",Socuellamos,Ciudad Real,39.1642,-2.88482,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Guadalajara - Av.Del Sol,AV. DEL SOL ESQUINA AV. DE FRANCIA,Guadalajara,Guadalajara,40.6439,-3.14296,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Ocaña,"AUTOV. A-4, PK 64,000",Ocaña,Toledo,39.9341,-3.48928,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Valencia - Archiduque Carlos,"CL. PEDRAPIQUERS, 9",Valencia,Valencia,39.4563,-0.405274,,CERRADO NOCHES TODO EL AÑO,,No,No,Sí
Abrera,"CL. SALVADOR SEGUI, 1",Abrera,Barcelona,41.5153,1.89758,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Figueres,"POL.IND. ALT EMPORDA RONDA SUR, 23",Figueres,Gerona,42.2612,2.97666,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Lloret de Mar,"CTRA. BLANES, 149",Lloret de Mar,Gerona,41.6981,2.82725,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Mataró - Hortes,"POL.IND. HORTES DEL CAMI RAL CR.BARCELONA, 50 P",Mataró,Barcelona,41.5271,2.43089,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Mont-Roig-Nacional,"CTRA. N-340, PK 1.139,000",Montroig del Camp,Tarragona,41.0494,0.999869,,CERRADO NOCHES TODO EL AÑO,,Sí,Sí,No
Sant Joan Despí,"AV. BARCELONA, 26",Sant Joan Despi,Barcelona,41.3677,2.06589,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
A Estrada - Servicios Puente Liñares -,"CTRA. N-640, PK 202,000",A Estrada,Pontevedra,42.6982,-8.45916,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Ames,"CTRA. AC-543, PK 7,500",Ames,La Coruña,42.8644,-8.62895,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Martelo Rois,"CTRA. C-543, PK 23,000",Rois,La Coruña,42.8126,-8.77612,,CERRADO NOCHES TODO EL AÑO,,Sí,No,No
Ordes,"CTRA. N-550, PK 34,500",Ordes,La Coruña,43.0934,-8.40316,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
Oleiros - Dirección Lugo,"CTRA. N-VI, PK 589,600 MI",Oleiros,La Coruña,43.3288,-8.36619,,ABIERTO 24h. TODO EL AÑO.,,Sí,No,No
CTVI,,Vitoria-gasteiz,Alava,42.84663,-2.74125,Junto a A-1. Dispone de cafetería; restaurante; tienda con productos de conveniencia; 7 aseos; 5 duchas,24 H,945290432,SI,SI,SI
APARKABISA 1,,Valle de Trápaga,Vizcaya,43.29222,-3.009722,NULL,24 H,944189420,SI,NO,SI
APARKABISA 2,,Valle de Trápaga,Vizcaya,43.29222,-3.009722,NULL,24 H,944189440,SI,NO,SI
APARKABISA 6,,Zierbena (puerto de Bilbao),Vizcaya,43.35111,-3.075278,NULL,24 H,944189440,SI,NO,SI
APARKABISA 7,,Zierbena (puerto de Bilbao),Vizcaya,43.34775,-3.069167,NULL,24 H,944189440,SI,NO,SI
Área de servicio La Tortuga,,La Jonquera,Gerona,42.37258,2.878375,La Jonquera es un punto donde se estacionan muchos camiones por su caracter de punto fronterizo,24 H,NULL,SI,NO,SI
Área Logística de Málaga,,Málaga,Malaga,36.71392,-4.512226,"No es del Ministerio. Pertenece al Consorcio Transportes del Área de Málaga (CTAM). El CTAM lo forman la Junta Andalucía, Diputación Málaga y varios Aytos. Desde la autovía A-7 se accede por la salida 232 sentido Barcelona y 234 sentido Algeciras. Está abierto y dispone de baños, supermercado (Carrefour expres), máquinas expendedoras y restaurante estando este último cerrado.",24 H,952177984,SI (Expendedoras o Carrefour según horario),NO,SI
Área Logística de Sevilla - La Negrilla,,Sevilla,Sevilla,37.38574,-5.937751,Es un centro de transportes de la Junta de Andalucía. El aparcamiento está abierto 24 horas y los aseos y duchas están disponibles. El restaurante/cantina está cerrado,24 H,954787072,NO,NO,SI
Centro Transportes de Mercancías de Salamanca,,Salamanca,Salamanca,40.95919,-5.723397,"Es un Centro de Transportes, con servicios completos al transportista",24H,923330500,NO,NO,SI
Ciudad del transporte de Molina de Segura,,Molina de Segura,Murcia,38.07709,-1.220662,"No es del Ministerio, es un centro de transportes con servicios al transportista",24 H (Expendedores de 7:00 a 19:00),NULL,SI,SI,SI
Ciudad del Transporte de Pamplona,,Noáin (valle de Elorz),Navarra,42.73003,-1.615,Junto a AP-15. Dispone de cafetería; restaurante; hotel; tienda con productos de conveniencia,24 H,948314176,SI,SI,SI
Estación de servicio El Cisne 1,,Zaragoza,Zaragoza,41.62544,-1.009446,"Aseos disponibles y duchas (si los clientes lo solictan se les facilita llave). Tiene tienda (tabaco, pan, café, refrescos, embitidos, conservas y precocinados que calientan en microondas si los clientes lo solicitan). El restaurante no pertenece a la gasolinera y ahora está cerrado por ERTE.",24H,976344320,SI,SI,SI
Estación de Servicio Las Ventas I,,Utebo,Zaragoza,41.69556,0.9897223,"Con vallado seguro; perímetro iluminado (mejorable); con circuito serrado de cámaras de TV; con control de accesos mediante barrera; con empresa de seguridad (Securitas); instalaciones de lavado disponibles y funcionando; tienda por vetanilla; restauración por ventanilla (sandwiches, embutidos al vacío, pan, cafés); aseos fuera (con llave); horario 24H",24H,976403392,SI,SI,SI
Estación de Servicio Pirineo Aragonés,,Villanueva de Gállego,Zaragoza,41.77848,-0.830524,"Con vallado seguro; perímetro iluminado; con circuito serrado de cámaras de TV; con control de accesos mediante barrera; con empresa de seguridad (Securitas); separación de vehículos normales y pesados; mesas picnic; tienda por vetanilla; restauración por ventanilla (ensaladas preparadas, bocadillos frutas, pizzas; cafés); aseos fuera (con llave); horario 06h a 22h por coronavirus",6H A 22H,976344300,SI,SI,SI
Parking BRIN,,Granada,Granada,37.22693,-3.641558,"El servicio de restauracion no es propio y esta cerrado. Sí se dsipone de ducha y aseos, aparte de repostar combustible",24H,958468352,NO,NO,SI
Parking Exit 3 AP-7,,Llers,Gerona,42.29894,2.93732,NULL,24 H,NULL,SI,SI,NO
Repsol Security Parking Albatera,,San Isidro de Albatera,Alicante,38.17528,-0.8536111,"Con acceso desde una carretera provincial. Es un parking particular de pago, con cámaras, alumbrado y cerrado. Hay duchas pidiendo la llave.",24H,965346048,SI,SI,SI
Repsol Security Parking Guarroman,,Guarromán,Jaen,38.19333,-3.672222,"Es una estación de servicio en un vial que no es del Ministerio, paralelo a la A-4, a la altura del enlace 280 margen izquierda. Tiene servicios y tienda y están abiertos. Se ha observado que estos días tiene muy pocos camiones estacionados. Hay varios restaurantes/hoteles en su entorno (Mellizos, Yuma, Las Tinajas) que están cerrados.",24H,953615104,SI,NO,SI
Repsol Security Parking La Jonquera,,La Junquera,Gerona,42.39861,2.880556,NULL,24 H,972554752,SI,SI,SI
Repsol Security Parking Mérida,,Mérida,Badajoz,38.93778,-6.365278,Operativo al 100% (incluyendo aseos y comidas calientes en la instalación),NULL,924349248,SI,SI,NO
Repsol Security Parking Mirabueno,,Mirabueno,Guadalajara,40.92778,-2.714167,Horario 24h. Vende alimentos. Margen derecha. Aseos accesibles. Parking vigilado abierto. Pago parking sólo tarjeta. Dispone de DUCHAS pero actualmente cerradas.,24H,664219904,SI,SI,NO
Repsol Security Parking Valdecarpinteros,,Valdecarpinteros,Salamanca,40.66417,-6.436944,NULL,24H,923480320,SI,SI,SI
Repsol Security Parking Venta del Moro,,Caudete de la Fuentes,Valencia,39.53972,-1.311667,"A-3, p.k. 266; parking abierto; cafetería y restaurante cerrado; ofrecen pan, bebidas y otros productos en autoservicio. Aseos en servicio.",24 H,637386560,SI,NO,SI
Repsol Security Parking Zaragoza Plaza,,Zaragoza,Zaragoza,41.64139,-0.9941667,"Aseos disponibles, no están equipados con duchas. Tiene tienda (tabaco, pan, conservas, bebidas y precocinados que calientan en microondas si los clientes lo solicitan), pero no restaurante.",24H,876768832,SI,NO,NO
Truck Park Montseny,,Llinars del Valles,Barcelona,41.65069,2.427381,"Existente sólo en sentido sur, sentido Barcelona.",24 H,NULL,SI,SI,SI
Truck Park Porta Barcelona,,Castellbisbal,Barcelona,41.46886,1.98035,"Existente sólo en sentido Norte, sentido Barcelona..",24 H,NULL,SI,SI,SI
Centro de transportes de Gijón,,Gijón,Asturias,43.53342,-5.706831,Depende de la Consejería del Principado de Asturias (50%) y del Ayuntamiento de Gijón (50%). Acceso directo desde la GJ-10,24 h,985300364/5 y 647859055,NO,NO,SI
AGOST,AP-7; 696,Agost,Alicante,38.40789,-0.5994167,"La ES atiende por ventanilla, incluyendo venta de productos de la tienda. Aseos disponibles pidiendo la llave en la ES.",24 H,965 96 11 69,Si,No,No
ALT CAMP,AP-2; 221,Rodoñá,Tarragona,41.28706,1.189611,"Restaurante clausurado en expediente anterior al estado de alarma. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,977 62 80 05,Si,No,No
ALTOS DE MARBELLA,AP-7; 187,Marbella,Malaga,36.51842,-4.830444,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles",24 H,952 11 39 24,Si,No,Si
ALTUBE,AP-68; 36,Zuia,Alava,42.96636,-2.871833,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,945 46 26 94,Si,No,No
AMEIXEIRA,AP-9; 39,Ordenes,A Coruña,43.09856,-8.350389,"Disponen de abastecimiento de combustible y aseos públicos 24 horas y la tiendas disponen de productos de alimentación envasados fríos y básicos para limpieza , aseo personal y automoción en su horario habitual",Combustible/Aseos 24 h; Tienda 7:00-23:00h,981 68 07 83,Si,No,No
ARRIGORRIAGA,AP-68; 6,Miravalles,Vizcaya,43.19083,-2.895833,"Restaurante clausurado en expediente anterior al estado de alarma. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,946 71 03 98,Si,No,No
ARROYO DE LA MIEL,AP-7; 224,Torremolinos,Malaga,36.61269,-4.527945,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles",24 H,952 11 83 58,Si,No,Si
BELLATERRA,AP-7; 151,Cerdanyola,Barcelona,41.49261,2.099722,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",24 H,935 92 90 84,Si,Si,No
CALAHORRA,AP-68; 177,Calahorra,La Rioja,42.2925,-1.969778,"Restaurante clausurado en expediente anterior al estado de alarma. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,941 13 30 57,Si,No,No
CALDAS DE LUNA,AP-66; 63,Sena de Luna,Leon,42.92883,-5.857056,Están cerradas la cafetería y el restaurante. En la gasolinera venden comida. Los servicios son accesibles para todos los ususarios y en horario nocturno tienen que pedir la llave. Aparcamiento seguro,24 H,987 59 77 95,Si,No,Si
COMPOSTELA,AP-9; 81,Teo,A Coruña,42.81067,-8.585611,"Disponen de abastecimiento de combustible y aseos públicos 24 horas y la tiendas disponen de productos de alimentación envasados fríos y básicos para limpieza , aseo personal y automoción en su horario habitual",Combustible/Aseos 24 h; Tienda 7:00-23:00h,981 80 55 44,Si,No,No
CORTIJO DE ROBLEDO,AP-46; 3+600,Casabermeja,Malaga,36.9175,-4.439778,"Area de servicio en ambas márgenes enfrentadas y el mismo pk. En ambas: Rte cerrado. Estación Servicio abierta, con aseos y baños abiertos. Con tienda alimentación abierta: bebidas y comida fría. Bar con servicio de comida y bebida caliente; servido por ventanilla.",24 H,952 71 85 29,Si,No,Si
EL REALENGO,AP-7; 728,Crevillente,Alicante,38.19633,-0.8129445,Restaurantes cerrados. La ES está atendida 24 h. La venta de productos de la tienda por ventanilla y los aseos pidiendo la llave sólo en horario L-V 7-20 h.,7:00-20:00h (tienda) 24h (ES),965 40 03 19,Si,No,No
EMPORDÁ,AP-7; 35,Garrigás,Girona,42.17383,2.931111,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",24 H,972 56 00 53,Si,Si,No
FRAGA,AP-2; 119,Fraga,Huesca,41.49728,0.3961945,"Restaurante clausurado en expediente anterior al estado de alarma. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,974 47 00 45,Si,No,No
GALLUR,AP-68; 254,Gallur,Zaragoza,41.83386,-1.319833,"Restaurante clausurado en expediente anterior al estado de alarma. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,976 86 45 25,Si,No,No
GIRONÉS,"AP-7; 70,5",Ruidellots de la Selva,Girona,41.90639,2.77275,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",24 H,972 47 42 28,Si,Si,No
IGAI,AP-68; 64,Ribera Baja,Alava,42.74205,-2.913639,"Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,945 35 50 45,Si,No,No
LA ATALAYA (R-5),M-50; 67,Villaviciosa de Odón,Madrid,40.37647,-3.873333,"red concesionada, tramo sin peaje. SEITT. Aseos abiertos a petición. Servicio de tienda por ventanilla con microondas y horno. Restaurante cerrado por COVID-19",24 H,916 32 94 10,Si,No,No
LA JONQUERA,AP-7; 7,La Junquera,Girona,42.42625,2.866083,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",24 H,972 55 53 11,Si,Si,No
LA SELVA,AP-7; 86,Massanet de la Selva,Girona,41.77422,2.740306,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",24 H,972 85 82 71,Si,Si,No
LES GARRIGUES,AP-2; 164,Borjas Blancas,Lleida,41.48839,0.8656111,"Restaurante clausurado en expediente anterior al estado de alarma. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,973 14 33 58,Si,No,No
LLEIDA,AP-2; 142,Alfés,Lleida,41.5423,0.63825,"Restaurante ABIERTO. Sirven picnics fríos, que deben consumirse fuera del edificio. Se podría instar a Abertis a que sirviera algún plato caliente (tipo menú) en recipientes de plástico o cartón desechable, también para consumir fuera del edificio. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,973 13 60 24,Si,No,Si
LLOBREGAT,"AP-7; 165,5",Castellbisbal,Barcelona,41.46669,1.97825,"Rte cerrado Sur, abierto Norte, C-Store abierta, lavabos abiertos.",24 H,937 72 04 28,Si,Si,Si
LOGROÑO,AP-68; 136,Logroño,La Rioja,42.45103,-2.370083,"Restaurante ABIERTO. Sirven picnics fríos, que deben consumirse fuera del edificio. Se podría instar a Abertis a que sirviera algún plato caliente (tipo menú) en recipientes de plástico o cartón desechable, también para consumir fuera del edificio. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,941 23 21 05,Si,No,Si
MANILVA,AP-7; 138,Manilva,Malaga,36.33278,-5.266695,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles",24 H,952 89 25 27,Si,No,Si
MAZARRON,AP-7; 878,Mazarrón,Murcia,37.59389,-1.366889,"La E.S. atiende por ventanilla, incluyendo venta de productos de la tienda (comida envasada). Aseos disponibles. Servicio combustible 24h.",24 H,968 59 12 96,Si,No,No
MECO,R-2; 36,Meco,Madrid,40.55553,-3.294778,Aseos abiertos a petición. Servicio de tienda por ventanilla con microondas y horno. Restaurante cerrado desde hace 10 años,06:00-22:00,638 52 16 61,Si,No,No
MÉDOL,AP-7; 237,La Móra,Tarragona,41.14086,1.346611,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",24 H,977 65 00 87,Si,Si,No
MIÑO,AP-9; 15F,Miño,A Coruña,43.37438,-8.1855,"Disponen de abastecimiento de combustible y aseos públicos 24 horas y la tiendas disponen de productos de alimentación envasados fríos y básicos para limpieza , aseo personal y automoción en su horario habitual",Combustible/Aseos 24 h; Tienda 7:00-23:00h,981 19 01 86,Si,No,No
MONEGROS,AP-2; 86,Candasnos,Huesca,41.51814,-0.3966111,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,974 46 20 53,Si,No,No
MONTBLANC,AP-2; 195,Montblanc,Tarragona,41.38766,1.189611,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,977 86 09 58,Si,No,No
MONTSENY,AP-7; 117,Llinás,Barcelona,41.64736,2.425694,"Rte cerrado en Montseny Norte, Rte abierto en Montseny Sur, C-Store abierta (incluye catering), lavabos abiertos.",24 H,938 41 25 07,Si,Si,Si
O BURGO,AP-9; 6,Culleredo,A Coruña,43.31297,-8.365027,"Disponen de abastecimiento de combustible y aseos públicos 24 horas y la tiendas disponen de productos de alimentación envasados fríos y básicos para limpieza , aseo personal y automoción en su horario habitual",Combustible/Aseos 24 h; Tienda 7:00-23:00h,981 66 20 01,Si,No,No
PENEDÉS,AP-7; 208,Arbós,Barcelona,41.28911,1.592361,"Rte abierto, C-Store abierta, lavabos abiertos. Hay Norte y Sur.",24 H,977 67 02 13,Si,Si,Si
PINA DE EBRO,AP-2; 48,Pina de Ebro,Zaragoza,41.52505,-0.3966111,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,976 16 53 05,Si,No,No
POLVORANCA,R-5; 6,Leganés,Madrid,40.33681,-3.802361,Aseos abiertos a petición. Servicio de tienda por ventanilla con microondas y horno. Restaurante cerrado desde hace 10 años,06:00-22:00,690 12 37 40,Si,No,No
RIO CASTOR,AP-7; 160,Estepona,Malaga,36.46455,-5.115667,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles",24 H,952 11 39 32,Si,No,Si
RIOSECO DE TAPIA,AP-66; 26,Rioseco de Tapia,Leon,42.69078,-5.768722,Están cerradas la cafetería y el restaurante. En la gasolinera venden comida. Los servicios son accesibles para todos los ususarios y en horario nocturno tienen que pedir la llave. Aparcamiento seguro,24 H,987 69 83 52,Si,No,Si
ROBLEDO DE LA VALDONCINA,AP-71; 6,Valverde de la Virgen,Leon,42.54125,-5.724916,"Nunca ha dispuesto de restaurante. Se atiende en ventanillla con los productos de la tienda. Aseos incluida ducha, se accede solicitando la llave. Sentido Astorga: en contratacion nuevo equipo de personal, por aislamiento preventivo. Sentido León: se da servicio con normalidad (aseo, duchas, tienda con alimentación)",24 H,987 30 33 70,Si,No,Si
SALNES,AP-9; 114,Portas,Pontevedra,42.56306,-8.672584,"Disponen de abastecimiento de combustible y aseos públicos 24 horas y la tiendas disponen de productos de alimentación envasados fríos y básicos para limpieza , aseo personal y automoción en su horario habitual",Combustible/Aseos 24 h; Tienda 7:00-23:00h,986 68 64 44,Si,No,No
SAN ASENSIO,AP-68; 100,San Asensio,La Rioja,42.51239,-2.753639,"Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",7:00 a 23:00,941 45 73 31,Si,No,No
SAN SIMON,AP-9; 144,Vilaboa,Pontevedra,42.31758,-8.661695,"Disponen de abastecimiento de combustible y aseos públicos 24 horas y la tiendas disponen de productos de alimentación envasados fríos y básicos para limpieza , aseo personal y automoción en su horario habitual",Combustible/Aseos 24 h; Tienda 7:00-23:00h,986 67 27 19,Si,No,No
SESEÑA,R-4; 20,Seseña,Toledo,40.12814,-3.677917,Duchas disponibles sólo en margen derecha,24 H,918 94 95 10 / 671 38 26 70,Si,No,No
SILLEDA,AP-53; 28,Silleda,Pontevedra,42.71708,-8.301333,"Acceso a los baños independiente del bar-cafeteria. El bar-cafeteria es atendido en modo catering (bocadillos preparados) y por la misma persona que atiende la gasolinera. Los productos de alimentación disponibles en el pequeño establecimiento son simplemente (igual que ocurre en el resto del año) patatas fritas, latas de bebidas, bocadillos preparados y productos similares. El bar-cafetería permanece abierta desde las 7:00h-23:00h. El resto del tiempo (por la noche) solo permanece abierta la gasolinera en modo desatendido. Este horario de atención al público es el que se venía haciendo con anterioridad al estado de alarma.",7:00 a 23:00,986 68 18 55,Si,No,No
SOBRADIEL,AP-68; 283,Sobradiel,Zaragoza,41.73111,-1.030639,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,976 13 90 80,Si,No,No
TAMBORA,R-3; 18,Loeches,Madrid,40.34586,-3.449944,Aseos abiertos a petición. Servicio de tienda por ventanilla con microondas y horno. Restaurante cerrado desde hace 10 años,07:00-22:00,680 75 13 66,Si,No,No
TUDELA,AP-68; 223,Fontellas,Navarra,42.01339,-1.601056,"Restaurante cerrado. Estación de servicio abierta, con aseos abiertos y venta de bebidas y comestibles, servidos por ventanilla.",24 H,948 41 21 59,Si,No,Si
VALDEMINGOMEZ (R-4),M-50; 34,Madrid,Madrid,40.34517,-3.588667,"red concesionada, tramo sin peaje. SEITT.",24 H,917 65 32 83,Si,No,No
VALLÉS,AP-7; 144,Santa Perpétua de Moguda,Barcelona,41.52642,2.167472,"Rte cerrado, C-Store abierta (incluye catering), lavabos abiertos.",7:00 a 23:00,935 74 05 59,Si,Si,No
